id,rowname,diff,lwr,upr,p adj,Significant
sp|Q4KMQ2|ANO6_HUMAN,7-6,-21700399.999999993,-38361191.72469436,-5039608.275305631,0.003406609493756041,Yes
sp|O75340|PDCD6_HUMAN,5-1,36791800,15497464.390912488,58086135.60908751,3.638415623974378e-5,Yes
sp|O75340|PDCD6_HUMAN,6-1,75943999.99999997,54649664.39091246,97238335.60908748,1.5373369244287005e-11,Yes
sp|O75340|PDCD6_HUMAN,7-1,51917700,30623364.390912488,73212035.60908751,7.523061618108784e-9,Yes
sp|O75340|PDCD6_HUMAN,5-2,32250099.99999996,10955764.390912447,53544435.60908747,3.854385091730528e-4,Yes
sp|O75340|PDCD6_HUMAN,6-2,71402299.99999993,50107964.39091241,92696635.60908744,1.5493495375551447e-11,Yes
sp|O75340|PDCD6_HUMAN,7-2,47375999.999999955,26081664.390912443,68670335.60908747,1.0142221296138842e-7,Yes
sp|O75340|PDCD6_HUMAN,5-3,28191199.999999993,6896864.390912481,49485535.609087504,0.002759606229528866,Yes
sp|O75340|PDCD6_HUMAN,6-3,67343399.99999997,46049064.39091246,88637735.60908748,1.6492696097714088e-11,Yes
sp|O75340|PDCD6_HUMAN,7-3,43317099.99999999,22022764.39091248,64611435.609087504,1.0101405559792553e-6,Yes
sp|O75340|PDCD6_HUMAN,5-4,26001799.999999955,4707464.390912443,47296135.60908747,0.007425381348533544,Yes
sp|O75340|PDCD6_HUMAN,6-4,65153999.999999925,43859664.39091241,86448335.60908744,1.9208079571342296e-11,Yes
sp|O75340|PDCD6_HUMAN,7-4,41127699.999999955,19833364.390912443,62422035.60908747,3.426750490032049e-6,Yes
sp|O75340|PDCD6_HUMAN,6-5,39152199.99999997,17857864.39091246,60446535.60908748,1.0162221120713077e-5,Yes
sp|O75340|PDCD6_HUMAN,7-6,-24026299.99999997,-45320635.60908748,-2731964.3909124583,0.017210877247057166,Yes
sp|Q969S9|RRF2M_HUMAN,3-1,1554704.0000000088,136545.90061578644,2972862.0993842315,0.022707812705364483,Yes
sp|Q969S9|RRF2M_HUMAN,4-3,-1753974.0000000086,-3172132.099384231,-335815.9006157862,0.0064058658242739375,Yes
sp|Q969S9|RRF2M_HUMAN,5-3,-1963344.0000000081,-3381502.0993842306,-545185.9006157857,0.0015023205800532846,Yes
sp|Q969S9|RRF2M_HUMAN,6-3,-1963344.0000000081,-3381502.0993842306,-545185.9006157857,0.0015023205800532846,Yes
sp|Q969S9|RRF2M_HUMAN,7-3,-1963344.0000000084,-3381502.0993842306,-545185.900615786,0.0015023205800532846,Yes
sp|P50150|GBG4_HUMAN,4-1,12751629.999999981,1732122.630502222,23771137.36949774,0.013323489076254691,Yes
sp|P50150|GBG4_HUMAN,7-3,-13079110.000000004,-24098617.36949776,-2059602.6305022445,0.010182192612299246,Yes
sp|P50150|GBG4_HUMAN,6-4,-11406449.999999983,-22425957.369497743,-386942.63050222397,0.03779662594844446,Yes
sp|P50150|GBG4_HUMAN,7-4,-16101689.999999985,-27121197.369497746,-5082182.630502226,6.786688779739647e-4,Yes
sp|Q9NYF8|BCLF1_HUMAN,2-1,-3539169.999999989,-5559487.661268983,-1518852.3387309944,2.7666932237768727e-5,Yes
sp|Q9NYF8|BCLF1_HUMAN,3-1,-3539169.9999999907,-5559487.661268985,-1518852.3387309962,2.7666932237768727e-5,Yes
sp|Q9NYF8|BCLF1_HUMAN,4-1,-3539169.9999999916,-5559487.661268986,-1518852.3387309972,2.7666932237768727e-5,Yes
sp|Q9NYF8|BCLF1_HUMAN,5-1,-3539169.9999999898,-5559487.661268984,-1518852.3387309953,2.7666932237768727e-5,Yes
sp|Q9NYF8|BCLF1_HUMAN,6-1,-3539169.9999999925,-5559487.661268987,-1518852.338730998,2.7666932237768727e-5,Yes
sp|Q9NYF8|BCLF1_HUMAN,7-1,-3539169.9999999925,-5559487.661268987,-1518852.338730998,2.7666932237768727e-5,Yes
sp|P54725|RD23A_HUMAN,7-1,15937839.999999996,11175982.270320605,20699697.729679387,1.5502821248958298e-11,Yes
sp|P54725|RD23A_HUMAN,7-2,15461139.999999989,10699282.270320598,20222997.72967938,1.5786150164842638e-11,Yes
sp|P54725|RD23A_HUMAN,7-3,14523819.999999996,9761962.270320605,19285677.729679387,1.9681700713647388e-11,Yes
sp|P54725|RD23A_HUMAN,7-4,15259609.999999993,10497752.270320602,20021467.729679383,1.605682253824625e-11,Yes
sp|P54725|RD23A_HUMAN,7-5,15410429.999999994,10648572.270320602,20172287.729679387,1.5842993583703446e-11,Yes
sp|P54725|RD23A_HUMAN,7-6,16513489.999999994,11751632.270320602,21275347.729679387,1.539779415082876e-11,Yes
sp|P62166|NCS1_HUMAN,5-1,-10869369.999999996,-19507924.898261283,-2230815.10173871,0.005226008692617468,Yes
sp|P62166|NCS1_HUMAN,6-1,-9989170,-18627724.898261286,-1350615.1017387137,0.013424005198338085,Yes
sp|P62166|NCS1_HUMAN,7-1,-12391389.999999998,-21029944.898261286,-3752835.101738712,8.979175486583113e-4,Yes
sp|P62166|NCS1_HUMAN,5-2,-12517819.999999985,-21156374.89826127,-3879265.101738699,0.00077077229830790905,Yes
sp|P62166|NCS1_HUMAN,6-2,-11637619.999999989,-20276174.898261275,-2999065.1017387025,0.0021886153578836165,Yes
sp|P62166|NCS1_HUMAN,7-2,-14039839.999999987,-22678394.89826127,-5401285.101738701,1.1513585762967793e-4,Yes
sp|P62166|NCS1_HUMAN,7-3,-8871769.999999996,-17510324.898261283,-233215.10173870996,0.040356411053528274,Yes
sp|P62166|NCS1_HUMAN,7-4,-9704639.99999999,-18343194.89826128,-1066085.1017387044,0.01796253658529412,Yes
sp|P28676|GRAN_HUMAN,6-1,2311069.999999994,107421.18437421089,4514718.8156257775,0.03381966165588235,Yes
sp|P28676|GRAN_HUMAN,6-2,2237939.999999995,34291.18437421182,4441588.8156257775,0.04422152001391533,Yes
sp|P28676|GRAN_HUMAN,6-3,2382579.9999999935,178931.18437421042,4586228.815625777,0.02581302153597176,Yes
sp|P28676|GRAN_HUMAN,6-4,2382579.999999993,178931.18437420996,4586228.815625776,0.02581302153597198,Yes
sp|P28676|GRAN_HUMAN,7-6,-2218919.999999993,-4422568.815625776,-15271.184374209959,0.04734997474843761,Yes
sp|P82909|RT36_HUMAN,2-1,18048969.99999998,3132459.3646273855,32965480.63537258,0.008231346456397004,Yes
sp|P82909|RT36_HUMAN,3-1,24034970,9118459.364627404,38951480.635372594,1.343630324671663e-4,Yes
sp|P82909|RT36_HUMAN,4-2,-18966239.99999997,-33882750.635372564,-4049729.3646273743,0.004602284068169649,Yes
sp|P82909|RT36_HUMAN,5-2,-25271469.999999955,-40187980.63537255,-10354959.36462736,5.323131807577486e-5,Yes
sp|P82909|RT36_HUMAN,6-2,-21601879.999999963,-36518390.63537256,-6685369.364627367,7.7788622507724e-4,Yes
sp|P82909|RT36_HUMAN,7-2,-25100859.999999963,-40017370.63537256,-10184349.364627367,6.055603057297798e-5,Yes
sp|P82909|RT36_HUMAN,4-3,-24952239.999999985,-39868750.63537258,-10035729.36462739,6.773348472322027e-5,Yes
sp|P82909|RT36_HUMAN,5-3,-31257469.999999974,-46173980.63537257,-16340959.364627378,4.843896729278541e-7,Yes
sp|P82909|RT36_HUMAN,6-3,-27587879.99999998,-42504390.63537258,-12671369.364627386,8.954915562742194e-6,Yes
sp|P82909|RT36_HUMAN,7-3,-31086859.99999998,-46003370.63537258,-16170349.364627386,5.557884487084053e-7,Yes
sp|Q08462|ADCY2_HUMAN,2-1,3979469.9999999925,751530.340742914,7207409.659257071,0.006650449700494221,Yes
sp|Q08462|ADCY2_HUMAN,3-1,3285290,57350.34074292146,6513229.659257079,0.04345167382518822,Yes
sp|Q08462|ADCY2_HUMAN,6-1,-5212979.999999999,-8440919.659257077,-1985040.3407429205,1.290422106550171e-4,Yes
sp|Q08462|ADCY2_HUMAN,7-1,-7502729.999999998,-10730669.659257077,-4274790.34074292,3.020311034607204e-8,Yes
sp|Q08462|ADCY2_HUMAN,5-2,-6236419.9999999935,-9464359.659257073,-3008480.340742915,3.4017279498810282e-6,Yes
sp|Q08462|ADCY2_HUMAN,6-2,-9192449.999999993,-12420389.659257071,-5964510.340742914,6.529055074366852e-11,Yes
sp|Q08462|ADCY2_HUMAN,7-2,-11482199.99999999,-14710139.65925707,-8254260.340742912,1.537669991336088e-11,Yes
sp|Q08462|ADCY2_HUMAN,5-3,-5542240.000000001,-8770179.65925708,-2314300.3407429224,4.114109523112308e-5,Yes
sp|Q08462|ADCY2_HUMAN,6-3,-8498270,-11726209.659257079,-5270330.340742921,7.067484375511413e-10,Yes
sp|Q08462|ADCY2_HUMAN,7-3,-10788019.999999998,-14015959.659257077,-7560080.34074292,1.5511925077760225e-11,Yes
sp|Q08462|ADCY2_HUMAN,5-4,-4581199.999999997,-7809139.659257076,-1353260.3407429187,0.0010511618338602258,Yes
sp|Q08462|ADCY2_HUMAN,6-4,-7537229.999999995,-10765169.659257073,-4309290.340742917,2.6510068917851015e-8,Yes
sp|Q08462|ADCY2_HUMAN,7-4,-9826979.999999994,-13054919.659257073,-6599040.340742916,1.9987012045419306e-11,Yes
sp|Q08462|ADCY2_HUMAN,7-5,-5245779.999999997,-8473719.659257077,-2017840.3407429187,1.1530987611885202e-4,Yes
sp|Q13618|CUL3_HUMAN,6-1,12179400.00000002,3287996.290665604,21070803.709334437,0.0017429721297675949,Yes
sp|Q13618|CUL3_HUMAN,7-1,39929300.00000003,31037896.29066561,48820703.70933445,1.5323853297388723e-11,Yes
sp|Q13618|CUL3_HUMAN,6-2,9880679.99999999,989276.2906655744,18772083.709334407,0.019963200017300342,Yes
sp|Q13618|CUL3_HUMAN,7-2,37630580,28739176.29066558,46521983.70933442,1.532673987725275e-11,Yes
sp|Q13618|CUL3_HUMAN,6-3,9867020,975616.2906655837,18758423.70933442,0.02023015810464235,Yes
sp|Q13618|CUL3_HUMAN,7-3,37616920.00000001,28725516.29066559,46508323.709334426,1.5326961921857674e-11,Yes
sp|Q13618|CUL3_HUMAN,7-4,36266680,27375276.29066558,45158083.70933442,1.53298485017217e-11,Yes
sp|Q13618|CUL3_HUMAN,6-5,10534529.999999996,1643126.29066558,19425933.70933441,0.010379918534043964,Yes
sp|Q13618|CUL3_HUMAN,7-5,38284430,29393026.29066558,47175833.70933442,1.5324741475808423e-11,Yes
sp|Q13618|CUL3_HUMAN,7-6,27749900.000000007,18858496.29066559,36641303.709334426,1.7213674929905665e-11,Yes
sp|Q9P121|NTRI_HUMAN,4-1,30894699.999999978,5518798.082943071,56270601.91705689,0.007678001772807863,Yes
sp|Q9P121|NTRI_HUMAN,5-1,41372499.99999998,15996598.08294307,66748401.91705689,1.0876206375209918e-4,Yes
sp|Q9P121|NTRI_HUMAN,6-1,45032700.00000001,19656798.0829431,70408601.91705692,2.1295406775867498e-5,Yes
sp|Q9P121|NTRI_HUMAN,6-2,27293300.000000007,1917398.0829431005,52669201.91705692,0.027068312375900905,Yes
sp|Q9P121|NTRI_HUMAN,7-4,-31674799.999999985,-57050701.91705689,-6298898.082943078,0.005749162453233869,Yes
sp|Q9P121|NTRI_HUMAN,7-5,-42152599.999999985,-67528501.91705689,-16776698.082943078,7.71985255975105e-5,Yes
sp|Q9P121|NTRI_HUMAN,7-6,-45812800.000000015,-71188701.91705692,-20436898.082943108,1.4942681632823529e-5,Yes
sp|Q8N4Q0|PTGR3_HUMAN,3-1,4681290.000000013,1567851.4169240529,7794728.583075973,4.3317887893834506e-4,Yes
sp|Q8N4Q0|PTGR3_HUMAN,5-2,-4077689.9999999977,-7191128.583075957,-964251.4169240375,0.0031736466442007227,Yes
sp|Q8N4Q0|PTGR3_HUMAN,6-2,-4222269.999999998,-7335708.583075958,-1108831.416924038,0.002000241802945557,Yes
sp|Q8N4Q0|PTGR3_HUMAN,7-2,-4398709.999999998,-7512148.583075958,-1285271.416924038,0.0011231848767462305,Yes
sp|Q8N4Q0|PTGR3_HUMAN,4-3,-4850620.000000004,-7964058.583075964,-1737181.4169240436,2.4107789222005405e-4,Yes
sp|Q8N4Q0|PTGR3_HUMAN,5-3,-7118130.000000004,-10231568.583075963,-4004691.4169240436,4.803092057414915e-8,Yes
sp|Q8N4Q0|PTGR3_HUMAN,6-3,-7262710.000000005,-10376148.583075965,-4149271.4169240445,2.726467329683402e-8,Yes
sp|Q8N4Q0|PTGR3_HUMAN,7-3,-7439150.000000006,-10552588.583075967,-4325711.416924045,1.3646899277297564e-8,Yes
sp|Q9Y2G8|DJC16_HUMAN,4-1,1636780.0000000047,41970.70585583127,3231589.294144178,0.040577610109864826,Yes
sp|Q9Y2G8|DJC16_HUMAN,4-2,1771039.999999999,176230.70585582568,3365849.294144172,0.020094758278571878,Yes
sp|Q9Y2G8|DJC16_HUMAN,4-3,1882289.999999999,287480.7058558257,3477099.294144172,0.010818302118371648,Yes
sp|Q9Y2G8|DJC16_HUMAN,5-4,-2090139.999999999,-3684949.294144172,-495330.7058558257,0.003146224521905716,Yes
sp|Q9Y2G8|DJC16_HUMAN,6-4,-2240829.999999999,-3835639.294144172,-646020.7058558257,0.0012162915984158529,Yes
sp|Q9Y2G8|DJC16_HUMAN,7-4,-2240829.999999999,-3835639.294144172,-646020.7058558257,0.0012162915984158529,Yes
sp|Q6ZVL6|K154L_HUMAN,7-2,-1721209.9999999963,-3257896.956085207,-184523.04391478538,0.01849220191389156,Yes
sp|Q6ZVL6|K154L_HUMAN,7-4,-1868920.0000000019,-3405606.9560852125,-332233.04391479096,0.007770204689396931,Yes
sp|P53582|MAP11_HUMAN,7-1,21499600.000000015,1698169.8903610446,41301030.10963899,0.02483584730831101,Yes
sp|P53582|MAP11_HUMAN,7-2,20107799.999999996,306369.89036102593,39909230.10963897,0.04425282616969761,Yes
sp|P53582|MAP11_HUMAN,7-3,22123899.999999996,2322469.890361026,41925330.10963897,0.018946748956300996,Yes
sp|P53582|MAP11_HUMAN,7-4,21347199.999999993,1545769.8903610222,41148630.10963896,0.026504224790717457,Yes
sp|P53582|MAP11_HUMAN,7-6,20008800,207369.89036102965,39810230.109638974,0.04604328426084803,Yes
sp|P26992|CNTFR_HUMAN,7-4,-18970230,-36518387.974414825,-1422072.0255851746,0.02584778785987718,Yes
sp|P26992|CNTFR_HUMAN,7-5,-21465599.999999978,-39013757.9744148,-3917442.025585152,0.0072760443189794355,Yes
sp|P26992|CNTFR_HUMAN,7-6,-20283950.000000015,-37832107.97441484,-2735792.0255851895,0.0134776104250246,Yes
sp|O14787|TNPO2_HUMAN,2-1,-14184200.000000007,-24424453.399048395,-3943946.6009516194,0.0014915085212592327,Yes
sp|O14787|TNPO2_HUMAN,3-1,-15955100,-26195353.399048388,-5714846.600951612,2.4077836226021887e-4,Yes
sp|O14787|TNPO2_HUMAN,4-1,-19795200,-30035453.399048388,-9554946.600951612,3.359251596335433e-6,Yes
sp|O14787|TNPO2_HUMAN,5-1,-22171399.999999996,-32411653.399048384,-11931146.600951608,2.091212673027698e-7,Yes
sp|O14787|TNPO2_HUMAN,6-1,-34248549.999999985,-44488803.39904837,-24008296.600951597,1.5507040096451874e-11,Yes
sp|O14787|TNPO2_HUMAN,7-1,-43040399.999999985,-53280653.39904837,-32800146.600951597,1.532762805567245e-11,Yes
sp|O14787|TNPO2_HUMAN,6-2,-20064349.999999974,-30304603.399048362,-9824096.600951586,2.461835011957625e-6,Yes
sp|O14787|TNPO2_HUMAN,7-2,-28856199.99999998,-39096453.39904837,-18615946.600951593,8.720368871451001e-11,Yes
sp|O14787|TNPO2_HUMAN,6-3,-18293449.99999998,-28533703.39904837,-8053196.600951593,1.8592338278167198e-5,Yes
sp|O14787|TNPO2_HUMAN,7-3,-27085299.99999999,-37325553.39904837,-16845046.6009516,6.103323402228966e-10,Yes
sp|O14787|TNPO2_HUMAN,6-4,-14453349.999999981,-24693603.39904837,-4213096.600951593,0.0011393814849942618,Yes
sp|O14787|TNPO2_HUMAN,7-4,-23245199.99999999,-33485453.399048377,-13004946.6009516,5.856137619275614e-8,Yes
sp|O14787|TNPO2_HUMAN,6-5,-12077149.999999985,-22317403.399048373,-1836896.600951597,0.010905273477225363,Yes
sp|O14787|TNPO2_HUMAN,7-5,-20868999.999999993,-31109253.39904838,-10628746.600951605,9.660780085907206e-7,Yes
sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q6NXT2|H3C_HUMAN,2-1,-20858121.999999996,-26285200.734413125,-15431043.26558687,1.534361526722705e-11,Yes
sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q6NXT2|H3C_HUMAN,3-1,-21018354.999999996,-26445433.734413125,-15591276.26558687,1.53405066427581e-11,Yes
sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q6NXT2|H3C_HUMAN,4-1,-20905998.99999999,-26333077.734413117,-15478920.265586862,1.534095073196795e-11,Yes
sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q6NXT2|H3C_HUMAN,5-1,-20231395.999999993,-25658474.734413117,-14804317.265586866,1.5353607274448677e-11,Yes
sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q6NXT2|H3C_HUMAN,6-1,-20212815.999999993,-25639894.734413117,-14785737.265586866,1.5354051363658527e-11,Yes
sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q6NXT2|H3C_HUMAN,7-1,-21093660,-26520738.734413125,-15666581.265586874,1.533917437512855e-11,Yes
sp|Q6KCM7|SCMC2_HUMAN,2-1,9822379.999999994,2503736.6708789486,17141023.32912104,0.0023023751988430208,Yes
sp|Q6KCM7|SCMC2_HUMAN,3-1,13982880.000000002,6664236.670878956,21301523.329121046,4.378903795232425e-6,Yes
sp|Q6KCM7|SCMC2_HUMAN,5-1,-8064949.999999993,-15383593.329121038,-746306.6708789468,0.021627376522660335,Yes
sp|Q6KCM7|SCMC2_HUMAN,6-1,-8403479.999999993,-15722123.329121038,-1084836.6708789468,0.014432523438333345,Yes
sp|Q6KCM7|SCMC2_HUMAN,7-1,-8728219.999999993,-16046863.329121038,-1409576.6708789468,0.009664732638361206,Yes
sp|Q6KCM7|SCMC2_HUMAN,5-2,-17887329.999999985,-25205973.32912103,-10568686.67087894,6.993042811487271e-9,Yes
sp|Q6KCM7|SCMC2_HUMAN,6-2,-18225859.999999985,-25544503.32912103,-10907216.67087894,3.974513496096677e-9,Yes
sp|Q6KCM7|SCMC2_HUMAN,7-2,-18550599.999999985,-25869243.32912103,-11231956.67087894,2.3137322058275345e-9,Yes
sp|Q6KCM7|SCMC2_HUMAN,4-3,-11078200.00000003,-18396843.329121076,-3759556.670878984,3.8874060549620726e-4,Yes
sp|Q6KCM7|SCMC2_HUMAN,5-3,-22047829.999999993,-29366473.32912104,-14729186.670878947,2.214395333766106e-11,Yes
sp|Q6KCM7|SCMC2_HUMAN,6-3,-22386359.999999993,-29705003.32912104,-15067716.670878947,1.9248713734043577e-11,Yes
sp|Q6KCM7|SCMC2_HUMAN,7-3,-22711099.999999993,-30029743.32912104,-15392456.670878947,1.765088075700305e-11,Yes
sp|Q6KCM7|SCMC2_HUMAN,5-4,-10969629.999999965,-18288273.32912101,-3650986.670878919,4.555206485722385e-4,Yes
sp|Q6KCM7|SCMC2_HUMAN,6-4,-11308159.999999963,-18626803.32912101,-3989516.670878917,2.771283169601402e-4,Yes
sp|Q6KCM7|SCMC2_HUMAN,7-4,-11632899.999999965,-18951543.32912101,-4314256.670878919,1.708382586221857e-4,Yes
sp|O95433|AHSA1_HUMAN,2-1,-40778699.99999997,-72722483.45410879,-8834916.54589115,0.004382190185226564,Yes
sp|O95433|AHSA1_HUMAN,3-1,-33413000,-65356783.45410882,-1469216.5458911806,0.03459147644996452,Yes
sp|O95433|AHSA1_HUMAN,5-1,-35937499.999999985,-67881283.4541088,-3993716.5458911657,0.017711080734686635,Yes
sp|O95433|AHSA1_HUMAN,6-1,-43268499.99999999,-75212283.4541088,-11324716.545891173,0.0020331426134388986,Yes
sp|O95433|AHSA1_HUMAN,7-1,-57513400,-89457183.45410882,-25569616.54589118,1.581474252443371e-5,Yes
sp|Q96MM6|HS12B_HUMAN,2-1,-26460199.999999937,-44154731.49502434,-8765668.504975531,4.726857256480699e-4,Yes
sp|Q96MM6|HS12B_HUMAN,3-1,-26167699.99999996,-43862231.49502437,-8473168.504975554,5.633387009489343e-4,Yes
sp|Q96MM6|HS12B_HUMAN,4-1,-25455199.999999955,-43149731.49502436,-7760668.50497555,8.598350105796237e-4,Yes
sp|Q96MM6|HS12B_HUMAN,5-1,-24556099.99999997,-42250631.495024376,-6861568.504975565,0.0014519430742129247,Yes
sp|Q96MM6|HS12B_HUMAN,6-1,-24316199.999999963,-42010731.49502437,-6621668.504975557,0.0016665673668554426,Yes
sp|Q96MM6|HS12B_HUMAN,7-1,-26771799.999999985,-44466331.49502439,-9077268.50497558,3.9165543187935636e-4,Yes
sp|Q9UI15|TAGL3_HUMAN,7-1,423122000.00000036,344620627.0829886,501623372.9170121,1.5322076940549323e-11,Yes
sp|Q9UI15|TAGL3_HUMAN,7-2,397693000,319191627.08298826,476194372.91701174,1.5322076940549323e-11,Yes
sp|Q9UI15|TAGL3_HUMAN,7-3,410688000.00000006,332186627.08298826,489189372.91701186,1.5322076940549323e-11,Yes
sp|Q9UI15|TAGL3_HUMAN,7-4,411719000.0000001,333217627.0829884,490220372.91701186,1.5322076940549323e-11,Yes
sp|Q9UI15|TAGL3_HUMAN,7-5,400138000.00000006,321636627.08298826,478639372.91701186,1.5322076940549323e-11,Yes
sp|Q9UI15|TAGL3_HUMAN,7-6,426087000.0000001,347585627.0829884,504588372.91701186,1.5322076940549323e-11,Yes
sp|P30040|ERP29_HUMAN,4-1,19945800.000000015,4347499.404603472,35544100.595396556,0.004292578518335977,Yes
sp|P30040|ERP29_HUMAN,5-1,24392300,8793999.404603457,39990600.59539654,2.26291528362621e-4,Yes
sp|P30040|ERP29_HUMAN,4-2,21010399.999999993,5412099.40460345,36608700.59539653,0.0021931074821409657,Yes
sp|P30040|ERP29_HUMAN,5-2,25456899.999999978,9858599.404603435,41055200.59539652,1.0679294188409294e-4,Yes
sp|P30040|ERP29_HUMAN,5-3,19339199.999999985,3740899.404603442,34937500.595396526,0.006225183817648472,Yes
sp|P30040|ERP29_HUMAN,6-4,-17276399.999999993,-32874700.595396534,-1678099.4046034496,0.020608061096972663,Yes
sp|P30040|ERP29_HUMAN,7-4,-23252199.999999993,-38850500.59539653,-7653899.40460345,4.969193084958246e-4,Yes
sp|P30040|ERP29_HUMAN,6-5,-21722899.999999978,-37321200.59539652,-6124599.404603435,0.0013815652887753105,Yes
sp|P30040|ERP29_HUMAN,7-5,-27698699.999999978,-43297000.59539652,-12100399.404603435,2.1021530901887964e-5,Yes
sp|P12111|CO6A3_HUMAN,2-1,-93588240.99999991,-133108125.88328576,-54068356.11671407,1.7689463671644035e-8,Yes
sp|P12111|CO6A3_HUMAN,3-1,-85688980.99999997,-125208865.88328582,-46169096.11671413,2.0135610223626088e-7,Yes
sp|P12111|CO6A3_HUMAN,4-1,-54464880.99999998,-93984765.88328582,-14944996.116714135,0.0016012111928609407,Yes
sp|P12111|CO6A3_HUMAN,5-1,-51017880.99999998,-90537765.88328582,-11497996.116714135,0.003812714795467853,Yes
sp|P12111|CO6A3_HUMAN,6-1,-54338480.99999998,-93858365.88328582,-14818596.116714135,0.0016540362849666312,Yes
sp|P12111|CO6A3_HUMAN,7-1,-94807402.99999999,-134327287.88328582,-55287518.11671414,1.213457168081078e-8,Yes
sp|P12111|CO6A3_HUMAN,5-2,42570359.999999925,3050475.1167140827,82090244.88328576,0.02670018930406637,Yes
sp|P12111|CO6A3_HUMAN,7-4,-40342522.00000001,-79862406.88328585,-822637.1167141646,0.04240692804621671,Yes
sp|P12111|CO6A3_HUMAN,7-5,-43789522.00000001,-83309406.88328585,-4269637.116714165,0.02052722747031044,Yes
sp|P12111|CO6A3_HUMAN,7-6,-40468922.00000001,-79988806.88328585,-949037.1167141646,0.041334753310058314,Yes
sp|Q0VDG4|SCRN3_HUMAN,7-1,23790330,16718153.192428615,30862506.807571385,1.5477508163996845e-11,Yes
sp|Q0VDG4|SCRN3_HUMAN,7-2,23446619.99999999,16374443.192428604,30518796.807571374,1.5562329203078207e-11,Yes
sp|Q0VDG4|SCRN3_HUMAN,7-3,23553949.999999993,16481773.192428607,30626126.807571378,1.5530354779969002e-11,Yes
sp|Q0VDG4|SCRN3_HUMAN,7-4,23309789.99999999,16237613.192428604,30381966.807571374,1.5606738124063213e-11,Yes
sp|Q0VDG4|SCRN3_HUMAN,7-5,22950359.999999993,15878183.192428607,30022536.807571378,1.579503194903964e-11,Yes
sp|Q0VDG4|SCRN3_HUMAN,7-6,23103249.999999996,16031073.192428611,30175426.80757138,1.5701773214971126e-11,Yes
sp|Q8N6C5|IGSF1_HUMAN,6-1,9463109.99999999,2159709.1569283493,16766510.843071632,0.003639584791791717,Yes
sp|Q8N6C5|IGSF1_HUMAN,6-2,9278249.999999994,1974849.156928353,16581650.843071636,0.004650887765371259,Yes
sp|Q8N6C5|IGSF1_HUMAN,6-3,8836599.999999993,1533199.1569283511,16140000.843071634,0.008236693590167432,Yes
sp|Q8N6C5|IGSF1_HUMAN,7-6,-9632039.99999999,-16935440.843071632,-2328639.1569283493,0.002900542858924493,Yes
sp|Q8TF30|WHAMM_HUMAN,7-1,17481119.999999993,3841576.062823929,31120663.937176056,0.004172493018117507,Yes
sp|Q8TF30|WHAMM_HUMAN,7-2,16528469.99999999,2888926.062823927,30168013.937176056,0.008094506466535423,Yes
sp|Q8TF30|WHAMM_HUMAN,7-3,16714109.999999989,3074566.062823925,30353653.937176052,0.00712930810690926,Yes
sp|Q8TF30|WHAMM_HUMAN,7-4,16058099.999999993,2418556.062823929,29697643.937176056,0.011111401325271886,Yes
sp|Q8TF30|WHAMM_HUMAN,7-5,15932229.999999993,2292686.062823929,29571773.937176056,0.012079497365266256,Yes
sp|Q8TF30|WHAMM_HUMAN,7-6,14021969.999999996,382426.0628239326,27661513.93717606,0.0400197967587288,Yes
sp|P09525|ANXA4_HUMAN,5-1,31176570.00000001,12821013.658694386,49532126.341305636,5.0715681388813216e-5,Yes
sp|P09525|ANXA4_HUMAN,6-1,52738370.000000015,34382813.65869439,71093926.34130564,5.202627217926192e-11,Yes
sp|P09525|ANXA4_HUMAN,7-1,38606770.000000015,20251213.65869439,56962326.34130564,4.411058717179728e-7,Yes
sp|P09525|ANXA4_HUMAN,5-2,29162059.99999998,10806503.658694357,47517616.341305606,1.7226271552517325e-4,Yes
sp|P09525|ANXA4_HUMAN,6-2,50723859.999999985,32368303.65869436,69079416.34130561,1.5509582507178266e-10,Yes
sp|P09525|ANXA4_HUMAN,7-2,36592259.999999985,18236703.65869436,54947816.34130561,1.6409744135748028e-6,Yes
sp|P09525|ANXA4_HUMAN,5-3,28412180,10056623.658694375,46767736.34130563,2.689602256075174e-4,Yes
sp|P09525|ANXA4_HUMAN,6-3,49973980,31618423.658694375,68329536.34130563,2.4558721722911514e-10,Yes
sp|P09525|ANXA4_HUMAN,7-3,35842380.00000001,17486823.658694383,54197936.34130563,2.6647472270990846e-6,Yes
sp|P09525|ANXA4_HUMAN,5-4,18949689.99999999,594133.6586943641,37305246.34130561,0.03864612616738816,Yes
sp|P09525|ANXA4_HUMAN,6-4,40511489.999999985,22155933.65869436,58867046.34130561,1.2584491904110706e-7,Yes
sp|P09525|ANXA4_HUMAN,7-4,26379889.999999996,8024333.658694372,44735446.34130562,8.72741660533416e-4,Yes
sp|P09525|ANXA4_HUMAN,6-5,21561800,3206243.6586943753,39917356.34130563,0.011381288455545313,Yes
