Protein.IDs,Fraction,n,n_C,n_AD,tStat,pVal,padj,ttest_significant,Entropy Control,Entropy AD,Entropy difference
sp|P17302|CXA1_HUMAN,5,10,5,5,-0.7501562261813993,0.4778867639479617,0.8762757273815382,No,0.9375751459286555,0.9473269408870073,0.009751794958351767
sp|P17302|CXA1_HUMAN,7,10,5,5,0.20765623847610884,0.8427017995227837,0.8762757273815382,No,0.9375751459286555,0.9473269408870073,0.009751794958351767
sp|P17568|NDUB7_HUMAN,1,10,5,5,-0.2417011491798774,0.8162224715327184,0.8590985612901043,No,0.7785114933272805,0.7855620724244856,0.007050579097205079
sp|P17568|NDUB7_HUMAN,2,10,5,5,0.9309481866411854,0.3824915252617988,0.8590985612901043,No,0.7785114933272805,0.7855620724244856,0.007050579097205079
sp|P17568|NDUB7_HUMAN,3,10,5,5,-0.47890876684290096,0.6450001904583722,0.8590985612901043,No,0.7785114933272805,0.7855620724244856,0.007050579097205079
sp|P17568|NDUB7_HUMAN,4,10,5,5,0.656901735497232,0.5297235071762312,0.8590985612901043,No,0.7785114933272805,0.7855620724244856,0.007050579097205079
sp|P17568|NDUB7_HUMAN,5,10,5,5,-0.6513908342024938,0.5339368664558635,0.8590985612901043,No,0.7785114933272805,0.7855620724244856,0.007050579097205079
sp|P17568|NDUB7_HUMAN,6,10,5,5,0.1837098489430808,0.8590985612901043,0.8590985612901043,No,0.7785114933272805,0.7855620724244856,0.007050579097205079
sp|P17568|NDUB7_HUMAN,7,10,5,5,-0.8404835126439097,0.4251705222609231,0.8590985612901043,No,0.7785114933272805,0.7855620724244856,0.007050579097205079
sp|P17600|SYN1_HUMAN,5,10,5,5,4.405362056339773,0.0023264390720172255,0.01628507350412058,Yes,0.9459345417643421,0.9352951943854196,0.01063934737892247
sp|P17600|SYN1_HUMAN,1,10,5,5,-2.179566486391992,0.06639298498043275,0.23171906585130128,No,0.9459345417643421,0.9352951943854196,0.01063934737892247
sp|P17600|SYN1_HUMAN,2,10,5,5,-1.920716185733933,0.10748662042167013,0.23171906585130128,No,0.9459345417643421,0.9352951943854196,0.01063934737892247
sp|P17600|SYN1_HUMAN,4,10,5,5,1.6990178945733678,0.13241089477217216,0.23171906585130128,No,0.9459345417643421,0.9352951943854196,0.01063934737892247
sp|P17600|SYN1_HUMAN,6,10,5,5,1.4503131497733777,0.19216111241623537,0.2690255573827295,No,0.9459345417643421,0.9352951943854196,0.01063934737892247
sp|P17600|SYN1_HUMAN,7,10,5,5,-0.41182789675682246,0.6942594592034075,0.8099693690706421,No,0.9459345417643421,0.9352951943854196,0.01063934737892247
sp|P17600|SYN1_HUMAN,3,10,5,5,-0.018723953176391014,0.9855430192781192,0.9855430192781192,No,0.9459345417643421,0.9352951943854196,0.01063934737892247
sp|P17655|CAN2_HUMAN,3,10,5,5,-1.7881024040955609,0.1364836339046474,0.9553854373325319,No,0.890175514400354,0.8997341154256743,0.009558601025320246
sp|P17655|CAN2_HUMAN,1,10,5,5,-0.28907660740408436,0.7818379590794909,0.9913742457131278,No,0.890175514400354,0.8997341154256743,0.009558601025320246
sp|P17655|CAN2_HUMAN,2,10,5,5,0.011153943276262962,0.9913742457131278,0.9913742457131278,No,0.890175514400354,0.8997341154256743,0.009558601025320246
sp|P17655|CAN2_HUMAN,4,10,5,5,0.1610410234892514,0.8768239549178475,0.9913742457131278,No,0.890175514400354,0.8997341154256743,0.009558601025320246
sp|P17655|CAN2_HUMAN,5,10,5,5,-0.4115153590364178,0.6916633400116179,0.9913742457131278,No,0.890175514400354,0.8997341154256743,0.009558601025320246
sp|P17655|CAN2_HUMAN,6,10,5,5,0.08451115188895975,0.9356334165622227,0.9913742457131278,No,0.890175514400354,0.8997341154256743,0.009558601025320246
sp|P17655|CAN2_HUMAN,7,10,5,5,0.592462136025467,0.5829419049318569,0.9913742457131278,No,0.890175514400354,0.8997341154256743,0.009558601025320246
sp|P17677|NEUM_HUMAN,4,10,5,5,1.130688924840505,0.29094187346853895,0.5410395288403052,No,0.973599070852203,0.9515748774084432,0.022024193443759832
sp|P17677|NEUM_HUMAN,5,10,5,5,1.0860996911291914,0.3091654450516029,0.5410395288403052,No,0.973599070852203,0.9515748774084432,0.022024193443759832
sp|P17677|NEUM_HUMAN,6,10,5,5,1.5122330517954474,0.16894409992140685,0.5410395288403052,No,0.973599070852203,0.9515748774084432,0.022024193443759832
sp|P17677|NEUM_HUMAN,7,10,5,5,-1.784793010444416,0.1279415130054349,0.5410395288403052,No,0.973599070852203,0.9515748774084432,0.022024193443759832
sp|P17677|NEUM_HUMAN,1,10,5,5,-0.1903848768144604,0.8552627108621491,0.8552627108621491,No,0.973599070852203,0.9515748774084432,0.022024193443759832
sp|P17677|NEUM_HUMAN,2,10,5,5,-0.44049379467044714,0.6721571605898609,0.8552627108621491,No,0.973599070852203,0.9515748774084432,0.022024193443759832
sp|P17677|NEUM_HUMAN,3,10,5,5,0.30795799927449996,0.7680000765381596,0.8552627108621491,No,0.973599070852203,0.9515748774084432,0.022024193443759832
sp|P17812|PYRG1_HUMAN,5,10,5,5,-1.5522069896665047,0.17767617576694839,0.872435588033471,No,0.8844197343703422,0.8931891301089806,0.008769395738638441
sp|P17812|PYRG1_HUMAN,6,10,5,5,1.0081567924523451,0.3450201578982841,0.872435588033471,No,0.8844197343703422,0.8931891301089806,0.008769395738638441
sp|P17812|PYRG1_HUMAN,7,10,5,5,1,0.373900966300059,0.872435588033471,No,0.8844197343703422,0.8931891301089806,0.008769395738638441
sp|P17812|PYRG1_HUMAN,1,10,5,5,0.37868624115685,0.7149263890279995,0.9910479461736565,No,0.8844197343703422,0.8931891301089806,0.008769395738638441
sp|P17812|PYRG1_HUMAN,2,10,5,5,0.5774951766816416,0.5884163062329925,0.9910479461736565,No,0.8844197343703422,0.8931891301089806,0.008769395738638441
sp|P17812|PYRG1_HUMAN,3,10,5,5,0.011576357656450612,0.9910479461736565,0.9910479461736565,No,0.8844197343703422,0.8931891301089806,0.008769395738638441
sp|P17812|PYRG1_HUMAN,4,10,5,5,-0.06197916444950347,0.9521211059991967,0.9910479461736565,No,0.8844197343703422,0.8931891301089806,0.008769395738638441
sp|P17858|PFKAL_HUMAN,1,10,5,5,3.169062644070208,0.014389118838199707,0.10072383186739794,No,0.9453533165457774,0.9326966914526968,0.01265662509308052
sp|P17858|PFKAL_HUMAN,3,10,5,5,-2.398076708297857,0.04635041099582001,0.16222643848537005,No,0.9453533165457774,0.9326966914526968,0.01265662509308052
sp|P17858|PFKAL_HUMAN,4,10,5,5,-1.2542113291215897,0.2669512757203339,0.6228863100141124,No,0.9453533165457774,0.9326966914526968,0.01265662509308052
sp|P17858|PFKAL_HUMAN,2,10,5,5,0.8292403572086944,0.4362787678223571,0.7584247888506116,No,0.9453533165457774,0.9326966914526968,0.01265662509308052
sp|P17858|PFKAL_HUMAN,7,10,5,5,0.6478795182075786,0.5417319920361512,0.7584247888506116,No,0.9453533165457774,0.9326966914526968,0.01265662509308052
sp|P17858|PFKAL_HUMAN,5,10,5,5,-0.2113818240808333,0.8409350636621502,0.8409350636621502,No,0.9453533165457774,0.9326966914526968,0.01265662509308052
sp|P17858|PFKAL_HUMAN,6,10,5,5,0.36167385040746153,0.7295119943938253,0.8409350636621502,No,0.9453533165457774,0.9326966914526968,0.01265662509308052
sp|P17900|SAP3_HUMAN,2,10,5,5,2.6677352371115988,0.042063963131671905,0.2944477419217033,No,0.9440343675706608,0.9396285908508143,0.004405776719846544
sp|P17900|SAP3_HUMAN,1,10,5,5,1.5051513453947996,0.18854142489349532,0.46476303594058843,No,0.9440343675706608,0.9396285908508143,0.004405776719846544
sp|P17900|SAP3_HUMAN,6,10,5,5,-1.3996562209106354,0.19918415826025218,0.46476303594058843,No,0.9440343675706608,0.9396285908508143,0.004405776719846544
sp|P17900|SAP3_HUMAN,3,10,5,5,-0.22546572336613163,0.8277499291894983,0.8277499291894983,No,0.9440343675706608,0.9396285908508143,0.004405776719846544
sp|P17900|SAP3_HUMAN,4,10,5,5,-0.4609486370332076,0.6578162631655529,0.8277499291894983,No,0.9440343675706608,0.9396285908508143,0.004405776719846544
sp|P17900|SAP3_HUMAN,5,10,5,5,-0.3818448896242307,0.7159911759951774,0.8277499291894983,No,0.9440343675706608,0.9396285908508143,0.004405776719846544
sp|P17900|SAP3_HUMAN,7,10,5,5,-0.47475466430410324,0.6522597600888167,0.8277499291894983,No,0.9440343675706608,0.9396285908508143,0.004405776719846544
sp|P17931|LEG3_HUMAN,2,10,5,5,-0.9324747050575192,0.37892921818292447,0.8841681757601572,No,0.8957173012521455,0.9327757435943735,0.03705844234222799
sp|P17931|LEG3_HUMAN,3,10,5,5,1.0004352788269724,0.34804321155266654,0.8841681757601572,No,0.8957173012521455,0.9327757435943735,0.03705844234222799
sp|P17931|LEG3_HUMAN,5,10,5,5,1.5246055962789975,0.17586953209372358,0.8841681757601572,No,0.8957173012521455,0.9327757435943735,0.03705844234222799
sp|P17931|LEG3_HUMAN,1,10,5,5,-0.46154813142610623,0.6581361823494174,0.954942178052368,No,0.8957173012521455,0.9327757435943735,0.03705844234222799
sp|P17931|LEG3_HUMAN,4,10,5,5,-0.27447274187703036,0.7908994869526137,0.954942178052368,No,0.8957173012521455,0.9327757435943735,0.03705844234222799
sp|P17931|LEG3_HUMAN,6,10,5,5,0.13157222187473613,0.8989533370446166,0.954942178052368,No,0.8957173012521455,0.9327757435943735,0.03705844234222799
sp|P17931|LEG3_HUMAN,7,10,5,5,-0.05964777071559204,0.954942178052368,0.954942178052368,No,0.8957173012521455,0.9327757435943735,0.03705844234222799
sp|P17980|PRS6A_HUMAN,1,10,5,5,-0.02287123287324564,0.9823938852161038,0.9823938852161038,No,0.9726672981576717,0.9636945631884309,0.008972734969240781
sp|P17980|PRS6A_HUMAN,2,10,5,5,-0.822461006280604,0.43918737892405624,0.9823938852161038,No,0.9726672981576717,0.9636945631884309,0.008972734969240781
sp|P17980|PRS6A_HUMAN,3,10,5,5,-0.4936783468057805,0.6397111760845564,0.9823938852161038,No,0.9726672981576717,0.9636945631884309,0.008972734969240781
sp|P17980|PRS6A_HUMAN,4,10,5,5,0.6963213568337737,0.5063859437514004,0.9823938852161038,No,0.9726672981576717,0.9636945631884309,0.008972734969240781
sp|P17980|PRS6A_HUMAN,5,10,5,5,0.1535624403882982,0.8817991454983273,0.9823938852161038,No,0.9726672981576717,0.9636945631884309,0.008972734969240781
sp|P17980|PRS6A_HUMAN,6,10,5,5,-0.15437196790341154,0.883250747406987,0.9823938852161038,No,0.9726672981576717,0.9636945631884309,0.008972734969240781
sp|P17980|PRS6A_HUMAN,7,10,5,5,0.47616747291650796,0.6553800882414424,0.9823938852161038,No,0.9726672981576717,0.9636945631884309,0.008972734969240781
sp|P17987|TCPA_HUMAN,1,10,5,5,-3.956463948957435,0.004405378021377531,0.030837646149642718,Yes,0.9879302932233126,0.9882360972699944,3.058040466817902e-4
sp|P17987|TCPA_HUMAN,2,10,5,5,-0.912580065944529,0.40320122847135514,0.5644817198598971,No,0.9879302932233126,0.9882360972699944,3.058040466817902e-4
sp|P17987|TCPA_HUMAN,3,10,5,5,-0.9172151764217124,0.38674806441837883,0.5644817198598971,No,0.9879302932233126,0.9882360972699944,3.058040466817902e-4
sp|P17987|TCPA_HUMAN,6,10,5,5,1.43174437089254,0.1925026011808034,0.5644817198598971,No,0.9879302932233126,0.9882360972699944,3.058040466817902e-4
sp|P17987|TCPA_HUMAN,7,10,5,5,1.1506328892572992,0.29246100264748204,0.5644817198598971,No,0.9879302932233126,0.9882360972699944,3.058040466817902e-4
sp|P17987|TCPA_HUMAN,5,10,5,5,0.5016838264773347,0.6313328662144545,0.7365550105835303,No,0.9879302932233126,0.9882360972699944,3.058040466817902e-4
sp|P17987|TCPA_HUMAN,4,10,5,5,-0.09037971033682858,0.9304715292373684,0.9304715292373684,No,0.9879302932233126,0.9882360972699944,3.058040466817902e-4
sp|P18085|ARF4_HUMAN,1,10,5,5,0.787556422344582,0.45682559075872475,0.8796032070608449,No,0.9021700520881059,0.9048010089988524,0.0026309569107465514
sp|P18085|ARF4_HUMAN,3,10,5,5,-1.1201523651643241,0.3033269176522477,0.8796032070608449,No,0.9021700520881059,0.9048010089988524,0.0026309569107465514
sp|P18085|ARF4_HUMAN,4,10,5,5,0.701540591656752,0.5116791470839164,0.8796032070608449,No,0.9021700520881059,0.9048010089988524,0.0026309569107465514
sp|P18085|ARF4_HUMAN,5,10,5,5,0.5109952483799073,0.6282880050434607,0.8796032070608449,No,0.9021700520881059,0.9048010089988524,0.0026309569107465514
sp|P18085|ARF4_HUMAN,7,10,5,5,-1,0.373900966300059,0.8796032070608449,No,0.9021700520881059,0.9048010089988524,0.0026309569107465514
sp|P18085|ARF4_HUMAN,2,10,5,5,-0.32319236407550894,0.7548395787481976,0.8806461752062307,No,0.9021700520881059,0.9048010089988524,0.0026309569107465514
sp|P18085|ARF4_HUMAN,6,10,5,5,0.02425477505290455,0.9813186272695718,0.9813186272695718,No,0.9021700520881059,0.9048010089988524,0.0026309569107465514
sp|P18124|RL7_HUMAN,2,10,5,5,-1.9017088688777186,0.11740896548694559,0.41093137920430955,No,0.6188185646550639,0.6768779635488076,0.058059398893743674
sp|P18124|RL7_HUMAN,3,10,5,5,-1.7928852685575833,0.1109708839699836,0.41093137920430955,No,0.6188185646550639,0.6768779635488076,0.058059398893743674
sp|P18124|RL7_HUMAN,1,10,5,5,-1.507648685265008,0.17897214212066323,0.4176016649482142,No,0.6188185646550639,0.6768779635488076,0.058059398893743674
sp|P18124|RL7_HUMAN,4,10,5,5,0.3675766116030988,0.7232361250096042,0.9597934773238299,No,0.6188185646550639,0.6768779635488076,0.058059398893743674
sp|P18124|RL7_HUMAN,5,10,5,5,-0.052167354831787444,0.9597934773238299,0.9597934773238299,No,0.6188185646550639,0.6768779635488076,0.058059398893743674
sp|P18124|RL7_HUMAN,6,10,5,5,0.5903809956225727,0.5729138144130159,0.9597934773238299,No,0.6188185646550639,0.6768779635488076,0.058059398893743674
sp|P18124|RL7_HUMAN,7,10,5,5,0.0900323049974101,0.9305988752588203,0.9597934773238299,No,0.6188185646550639,0.6768779635488076,0.058059398893743674
sp|P18206|VINC_HUMAN,1,10,5,5,1.4131774657158847,0.19949162021887834,0.27928826830642967,No,0.940594614413152,0.9558969389112577,0.015302324498105757
sp|P18206|VINC_HUMAN,2,10,5,5,-2.4620354112243197,0.05983943139653425,0.27928826830642967,No,0.940594614413152,0.9558969389112577,0.015302324498105757
sp|P18206|VINC_HUMAN,3,10,5,5,-1.5689044065977105,0.15831717864149128,0.27928826830642967,No,0.940594614413152,0.9558969389112577,0.015302324498105757
sp|P18206|VINC_HUMAN,4,10,5,5,-1.4689201844195008,0.19796253963902044,0.27928826830642967,No,0.940594614413152,0.9558969389112577,0.015302324498105757
sp|P18206|VINC_HUMAN,6,10,5,5,2.0395232429507977,0.08971160998875309,0.27928826830642967,No,0.940594614413152,0.9558969389112577,0.015302324498105757
sp|P18206|VINC_HUMAN,7,10,5,5,1.2598659693076,0.24323003039293445,0.2837683687917569,No,0.940594614413152,0.9558969389112577,0.015302324498105757
sp|P18206|VINC_HUMAN,5,10,5,5,-0.03758197374210245,0.971028540020208,0.971028540020208,No,0.940594614413152,0.9558969389112577,0.015302324498105757
sp|P18433|PTPRA_HUMAN,4,10,5,5,-1.437786851081549,0.18974469089940457,0.7497331026832005,No,0.9145147904607324,0.8881552381447787,0.02635955231595366
sp|P18433|PTPRA_HUMAN,5,10,5,5,-1.169863541772476,0.2851719774006644,0.7497331026832005,No,0.9145147904607324,0.8881552381447787,0.02635955231595366
sp|P18433|PTPRA_HUMAN,7,10,5,5,1.1144549102910333,0.32131418686422875,0.7497331026832005,No,0.9145147904607324,0.8881552381447787,0.02635955231595366
sp|P18433|PTPRA_HUMAN,1,10,5,5,0.13591612798065633,0.8952690520270509,0.9460768198073595,No,0.9145147904607324,0.8881552381447787,0.02635955231595366
sp|P18433|PTPRA_HUMAN,2,10,5,5,0.07011239535405918,0.9460768198073595,0.9460768198073595,No,0.9145147904607324,0.8881552381447787,0.02635955231595366
sp|P18433|PTPRA_HUMAN,3,10,5,5,-0.2954912196761434,0.775331401396016,0.9460768198073595,No,0.9145147904607324,0.8881552381447787,0.02635955231595366
sp|P18433|PTPRA_HUMAN,6,10,5,5,0.5768641845339458,0.5839144093549161,0.9460768198073595,No,0.9145147904607324,0.8881552381447787,0.02635955231595366
sp|P18507|GBRG2_HUMAN,1,10,5,5,0.2064559900670966,0.8418241565972653,0.9340986288978366,No,0.8466914839262449,0.8320849635538623,0.014606520372382636
sp|P18507|GBRG2_HUMAN,2,10,5,5,-0.08539575912966982,0.9340986288978366,0.9340986288978366,No,0.8466914839262449,0.8320849635538623,0.014606520372382636
sp|P18507|GBRG2_HUMAN,3,10,5,5,-0.5791661742338712,0.5844592481518109,0.9340986288978366,No,0.8466914839262449,0.8320849635538623,0.014606520372382636
sp|P18507|GBRG2_HUMAN,4,10,5,5,0.09246705116755438,0.9286689051302012,0.9340986288978366,No,0.8466914839262449,0.8320849635538623,0.014606520372382636
sp|P18507|GBRG2_HUMAN,5,10,5,5,0.39601562093746395,0.711086040123689,0.9340986288978366,No,0.8466914839262449,0.8320849635538623,0.014606520372382636
sp|P18507|GBRG2_HUMAN,6,10,5,5,-0.3771489093909981,0.716598331738714,0.9340986288978366,No,0.8466914839262449,0.8320849635538623,0.014606520372382636
sp|P18507|GBRG2_HUMAN,7,10,5,5,-1.0398593062145607,0.3445288853597743,0.9340986288978366,No,0.8466914839262449,0.8320849635538623,0.014606520372382636
sp|P18621|RL17_HUMAN,1,10,5,5,1.0542916883223392,0.33268609388258497,0.854498758822346,No,0.7123102800352905,0.6985094109289016,0.013800869106388891
sp|P18621|RL17_HUMAN,2,10,5,5,0.9087181489004601,0.3986893450779473,0.854498758822346,No,0.7123102800352905,0.6985094109289016,0.013800869106388891
sp|P18621|RL17_HUMAN,3,10,5,5,-0.6586822775913326,0.5290115908226989,0.854498758822346,No,0.7123102800352905,0.6985094109289016,0.013800869106388891
sp|P18621|RL17_HUMAN,4,10,5,5,0.4702149857510546,0.6512587457348624,0.854498758822346,No,0.7123102800352905,0.6985094109289016,0.013800869106388891
sp|P18621|RL17_HUMAN,5,10,5,5,-0.2983344436815049,0.7731121325283469,0.854498758822346,No,0.7123102800352905,0.6985094109289016,0.013800869106388891
sp|P18621|RL17_HUMAN,6,10,5,5,-0.1894090787209448,0.854498758822346,0.854498758822346,No,0.7123102800352905,0.6985094109289016,0.013800869106388891
sp|P18621|RL17_HUMAN,7,10,5,5,-0.7237504260960962,0.49556064675935185,0.854498758822346,No,0.7123102800352905,0.6985094109289016,0.013800869106388891
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,1,10,5,5,-2.5562003477326565,0.034324463709223464,0.24027124596456426,No,0.9623099215843369,0.9837308805423997,0.02142095895806273
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,7,10,5,5,2.0544785606022,0.07401247434419445,0.25904366020468056,No,0.9623099215843369,0.9837308805423997,0.02142095895806273
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,2,10,5,5,-1.6757622661328282,0.13268654432615834,0.30960193676103615,No,0.9623099215843369,0.9837308805423997,0.02142095895806273
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,6,10,5,5,-1.4699598158403553,0.1963194031040396,0.3435589554320693,No,0.9623099215843369,0.9837308805423997,0.02142095895806273
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,3,10,5,5,-1.2222928261114947,0.26327768287207587,0.3685887560209062,No,0.9623099215843369,0.9837308805423997,0.02142095895806273
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,4,10,5,5,-0.964266286636368,0.37154289350476105,0.4334667090888879,No,0.9623099215843369,0.9837308805423997,0.02142095895806273
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,5,10,5,5,-0.4195462683034925,0.6906404002292905,0.6906404002292905,No,0.9623099215843369,0.9837308805423997,0.02142095895806273
sp|P18859|ATP5J_HUMAN,2,10,5,5,1.5423390517323277,0.1729619847284847,0.41627939514758155,No,0.7908932228181711,0.8211366369515222,0.030243414133351076
sp|P18859|ATP5J_HUMAN,3,10,5,5,1.475624108371622,0.17840545506324923,0.41627939514758155,No,0.7908932228181711,0.8211366369515222,0.030243414133351076
sp|P18859|ATP5J_HUMAN,6,10,5,5,-2.3041320311206612,0.06137835368595858,0.41627939514758155,No,0.7908932228181711,0.8211366369515222,0.030243414133351076
sp|P18859|ATP5J_HUMAN,1,10,5,5,-1.1293760050106547,0.30551062378864235,0.4340010058588837,No,0.7908932228181711,0.8211366369515222,0.030243414133351076
sp|P18859|ATP5J_HUMAN,5,10,5,5,-1.0842835256372245,0.3100007184706312,0.4340010058588837,No,0.7908932228181711,0.8211366369515222,0.030243414133351076
sp|P18859|ATP5J_HUMAN,7,10,5,5,1.0000000000000002,0.37390096630005887,0.4362177940167354,No,0.7908932228181711,0.8211366369515222,0.030243414133351076
sp|P18859|ATP5J_HUMAN,4,10,5,5,-0.5203033295014308,0.6273221369083606,0.6273221369083606,No,0.7908932228181711,0.8211366369515222,0.030243414133351076
sp|P19022|CADH2_HUMAN;sp|P55283|CADH4_HUMAN,1,10,5,5,1.69561049478642,0.13475133747132104,0.4716296811496236,No,0.9713042398980507,0.9717171873186043,4.129474205536443e-4
sp|P19022|CADH2_HUMAN;sp|P55283|CADH4_HUMAN,6,10,5,5,-1.972207970574044,0.08633364682945786,0.4716296811496236,No,0.9713042398980507,0.9717171873186043,4.129474205536443e-4
sp|P19022|CADH2_HUMAN;sp|P55283|CADH4_HUMAN,3,10,5,5,1.2423527017383618,0.26426227182474304,0.6166119675910672,No,0.9713042398980507,0.9717171873186043,4.129474205536443e-4
sp|P19022|CADH2_HUMAN;sp|P55283|CADH4_HUMAN,2,10,5,5,-0.16052823063927535,0.8767281520813889,0.8767281520813889,No,0.9713042398980507,0.9717171873186043,4.129474205536443e-4
sp|P19022|CADH2_HUMAN;sp|P55283|CADH4_HUMAN,4,10,5,5,0.36412617049551727,0.7267480081897747,0.8767281520813889,No,0.9713042398980507,0.9717171873186043,4.129474205536443e-4
sp|P19022|CADH2_HUMAN;sp|P55283|CADH4_HUMAN,5,10,5,5,-0.2328177090556746,0.822582492811144,0.8767281520813889,No,0.9713042398980507,0.9717171873186043,4.129474205536443e-4
sp|P19022|CADH2_HUMAN;sp|P55283|CADH4_HUMAN,7,10,5,5,-0.6669621420523617,0.5339301569908406,0.8767281520813889,No,0.9713042398980507,0.9717171873186043,4.129474205536443e-4
sp|P19086|GNAZ_HUMAN,3,10,5,5,2.481726606697033,0.060965338797296174,0.26481076325172226,No,0.8985731319532634,0.9020753476694943,0.003502215716230883
sp|P19086|GNAZ_HUMAN,4,10,5,5,2.044987254277161,0.07566021807192064,0.26481076325172226,No,0.8985731319532634,0.9020753476694943,0.003502215716230883
sp|P19086|GNAZ_HUMAN,1,10,5,5,-1.5330509174644489,0.16613218553703987,0.3058477951696419,No,0.8985731319532634,0.9020753476694943,0.003502215716230883
sp|P19086|GNAZ_HUMAN,7,10,5,5,-1.5235876070026269,0.17477016866836678,0.3058477951696419,No,0.8985731319532634,0.9020753476694943,0.003502215716230883
sp|P19086|GNAZ_HUMAN,2,10,5,5,-0.7961439456088782,0.4516137337766223,0.5268826894060593,No,0.8985731319532634,0.9020753476694943,0.003502215716230883
sp|P19086|GNAZ_HUMAN,6,10,5,5,-0.822897595655462,0.43885008149705085,0.5268826894060593,No,0.8985731319532634,0.9020753476694943,0.003502215716230883
sp|P19086|GNAZ_HUMAN,5,10,5,5,-0.31854031327713067,0.7583255207752287,0.7583255207752287,No,0.8985731319532634,0.9020753476694943,0.003502215716230883
sp|P19338|NUCL_HUMAN,1,10,5,5,-1.30416070304939,0.23143433535067584,0.540013449151577,No,0.8368111216683402,0.7422894820612027,0.09452163960713744
sp|P19338|NUCL_HUMAN,6,10,5,5,1.3806158900509997,0.21377914401958958,0.540013449151577,No,0.8368111216683402,0.7422894820612027,0.09452163960713744
sp|P19338|NUCL_HUMAN,7,10,5,5,1.817435187984447,0.1154404400951018,0.540013449151577,No,0.8368111216683402,0.7422894820612027,0.09452163960713744
sp|P19338|NUCL_HUMAN,2,10,5,5,0.8516747051366166,0.42285518839010017,0.6422474923510296,No,0.8368111216683402,0.7422894820612027,0.09452163960713744
sp|P19338|NUCL_HUMAN,5,10,5,5,0.7796012706371512,0.45874820882216405,0.6422474923510296,No,0.8368111216683402,0.7422894820612027,0.09452163960713744
sp|P19338|NUCL_HUMAN,3,10,5,5,-0.20236755595734354,0.8456197653841973,0.9222188988611584,No,0.8368111216683402,0.7422894820612027,0.09452163960713744
sp|P19338|NUCL_HUMAN,4,10,5,5,0.10089145360111784,0.9222188988611584,0.9222188988611584,No,0.8368111216683402,0.7422894820612027,0.09452163960713744
sp|P19367|HXK1_HUMAN;sp|Q2TB90|HKDC1_HUMAN;sp|P52790|HXK3_HUMAN,6,10,5,5,-2.4654514137974495,0.04776989486685056,0.3343892640679539,No,0.9343302755708531,0.9586022269479851,0.024271951377132006
sp|P19367|HXK1_HUMAN;sp|Q2TB90|HKDC1_HUMAN;sp|P52790|HXK3_HUMAN,2,10,5,5,1.692897173096646,0.13812781753744782,0.36005433969157447,No,0.9343302755708531,0.9586022269479851,0.024271951377132006
sp|P19367|HXK1_HUMAN;sp|Q2TB90|HKDC1_HUMAN;sp|P52790|HXK3_HUMAN,4,10,5,5,1.4818818778758147,0.20574533696661398,0.36005433969157447,No,0.9343302755708531,0.9586022269479851,0.024271951377132006
sp|P19367|HXK1_HUMAN;sp|Q2TB90|HKDC1_HUMAN;sp|P52790|HXK3_HUMAN,5,10,5,5,-1.498939374046509,0.17243764467095746,0.36005433969157447,No,0.9343302755708531,0.9586022269479851,0.024271951377132006
sp|P19367|HXK1_HUMAN;sp|Q2TB90|HKDC1_HUMAN;sp|P52790|HXK3_HUMAN,3,10,5,5,1.1804859687307658,0.27375659985671236,0.3832592397993973,No,0.9343302755708531,0.9586022269479851,0.024271951377132006
sp|P19367|HXK1_HUMAN;sp|Q2TB90|HKDC1_HUMAN;sp|P52790|HXK3_HUMAN,7,10,5,5,-0.73738434462967,0.48435531857466985,0.5650812050037816,No,0.9343302755708531,0.9586022269479851,0.024271951377132006
sp|P19367|HXK1_HUMAN;sp|Q2TB90|HKDC1_HUMAN;sp|P52790|HXK3_HUMAN,1,10,5,5,-0.5868090525789323,0.5737040817864899,0.5737040817864899,No,0.9343302755708531,0.9586022269479851,0.024271951377132006
sp|P19404|NDUV2_HUMAN,3,10,5,5,2.317882489611254,0.05273863626911908,0.18458522694191679,No,0.7692457783350423,0.8192245786957923,0.049978800360750086
sp|P19404|NDUV2_HUMAN,5,10,5,5,-2.931865577708904,0.03236983240904424,0.18458522694191679,No,0.7692457783350423,0.8192245786957923,0.049978800360750086
sp|P19404|NDUV2_HUMAN,6,10,5,5,-1.6149041741286867,0.15644982817758205,0.3650495990810248,No,0.7692457783350423,0.8192245786957923,0.049978800360750086
sp|P19404|NDUV2_HUMAN,4,10,5,5,-1.2651032348617928,0.24466514059020908,0.42816399603286587,No,0.7692457783350423,0.8192245786957923,0.049978800360750086
sp|P19404|NDUV2_HUMAN,1,10,5,5,-0.7976951848246328,0.46218899431257476,0.6470645920376046,No,0.7692457783350423,0.8192245786957923,0.049978800360750086
sp|P19404|NDUV2_HUMAN,2,10,5,5,0.3979723216771951,0.7031456296291586,0.7031456296291586,No,0.7692457783350423,0.8192245786957923,0.049978800360750086
