protein,Df1,Df2,F value1,Mean Sq1,Mean Sq2,Pr(>F)1,Sum Sq1,Sum Sq2,padj,Significant,2-1,3-1,4-1,5-1,6-1,7-1,3-2,4-2,5-2,6-2,7-2,4-3,5-3,6-3,7-3,5-4,6-4,7-4,6-5,7-5,7-6
sp|P62495|ERF1_HUMAN,6,63,4.3228548669158675,2420026321333.3364,559821320825.397,0.0010310028262179919,14520157928000.018,35268743212000.01,0.0013389476669721143,Yes,NA,NA,NA,NA,0.016739637921853068,NA,NA,NA,NA,0.012816285745934297,NA,NA,NA,0.010805126819663613,NA,NA,0.0097564675311963,NA,NA,NA,0.034779121391721124
sp|P62701|RS4X_HUMAN,6,63,63.08707726303894,231888052485623550,3675682287812700,9.329046454499964e-25,1391328314913741300,231567984132200100,9.518737065741464e-24,Yes,NA,NA,NA,NA,1.5322298985154248e-11,NA,NA,NA,0.04132078556288976,1.5322076940549323e-11,NA,NA,NA,1.5322298985154248e-11,NA,NA,1.5323631252783798e-11,NA,1.5330514635536474e-11,0.017276250291218043,1.5322076940549323e-11
sp|P62745|RHOB_HUMAN,6,63,57.85888583077335,33317186647961892,575835261422222.4,9.27510291821306e-24,199903119887771360,36277621469600010,8.106046359268326e-23,Yes,NA,NA,0.008664204886808746,6.243675182387998e-4,7.477789156440373e-6,1.5461076863232392e-11,NA,NA,NA,0.021446814129279845,1.5327850100277374e-11,NA,NA,0.0477592208086588,1.5326517832647824e-11,NA,NA,1.5322743074364098e-11,NA,1.5322298985154248e-11,1.5322076940549323e-11
sp|P62750|RL23A_HUMAN,6,63,31.341466304324165,49946978144141560,1593638844435635.2,3.808193905346802e-17,299681868864849340,100399247199445020,1.4811793575942262e-16,Yes,NA,NA,NA,NA,1.540401139976666e-11,NA,NA,NA,NA,1.5374701511916555e-11,NA,NA,NA,1.5384027385323407e-11,NA,NA,1.692490592120066e-11,NA,1.286714068626793e-10,NA,1.5359602478781653e-11
sp|P62753|RS6_HUMAN,6,63,43.35797610826745,136271751053346690,3142945388250318.5,1.5384863540441343e-20,817630506320080100,198005559459770080,8.672756408340876e-20,Yes,NA,NA,NA,NA,1.5327850100277374e-11,NA,NA,NA,NA,1.53280721448823e-11,NA,NA,NA,1.5329182367906924e-11,NA,NA,1.5337175973684225e-11,NA,1.5357604077337328e-11,NA,1.532940441251185e-11
sp|P62760|VISL1_HUMAN,6,63,57.854165818821635,2560136682164763e3,44251552950952350,9.29507439432598e-24,15360820092988578e3,2787847835909998e3,8.106046359268326e-23,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5323631252783798e-11,NA,NA,NA,1.5322298985154248e-11,NA,NA,1.5322743074364098e-11,NA,1.5324519431203498e-11,1.5323631252783798e-11
sp|P62805|H4_HUMAN,6,63,148.61640152789525,21043418396900205e3,141595531721647570,3.1040727908731516e-35,12626051038140123e4,8920518498463797e3,1.9390952679311667e-33,Yes,1.5322076940549323e-11,1.5322076940549323e-11,1.5322076940549323e-11,1.5322076940549323e-11,1.5322076940549323e-11,1.5322076940549323e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P62820|RAB1A_HUMAN,6,63,4.938091485955455,12392552322857138,2509583380158730,3.3820245202529985e-4,74355313937142830,15810375295e7,4.5685688687089276e-4,Yes,0.02248369976964082,NA,0.01193719250596359,0.0012781084235969908,0.0012107181074431095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P62826|RAN_HUMAN,6,63,140.0601870355904,131779847937390510,940880136793650.25,1.7567260847297894e-34,790679087624343e3,59275448617999970,8.815309090750632e-33,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P62829|RL23_HUMAN,6,63,21.168395178183456,113272778669072910,5351032882540570,1.981585568379429e-13,679636672014437500,337115071600055940,5.449805413126174e-13,Yes,NA,NA,NA,NA,1.1621481554868751e-10,NA,NA,NA,NA,3.134459358733466e-11,NA,NA,NA,5.573552730453457e-11,NA,NA,2.1415362816412653e-9,NA,2.30652247301677e-8,NA,2.0110024756547773e-11
sp|P62834|RAP1A_HUMAN,6,63,26.24705033538616,145996078872014270,5562380420141268,2.0761346314585104e-15,875976473232085600,350429966468899900,6.739181449516967e-15,Yes,NA,NA,NA,NA,2.898656652117193e-5,3.4178268049078753e-7,NA,NA,NA,7.280331028958198e-5,1.2775282243193686e-7,NA,NA,6.309378033919621e-5,1.491097366690397e-7,NA,0.013295272134993152,2.686765254722445e-10,NA,2.2343571437488663e-11,1.53405066427581e-11
sp|P62837|UB2D2_HUMAN,6,63,6.574284113554645,7203517192765.724,1095711269598.7303,1.9867727227411226e-5,43221103156594.34,69029809984720.016,2.9493265297335482e-5,Yes,NA,NA,NA,NA,NA,1.3979399350805277e-4,NA,NA,NA,NA,1.3979399350805277e-4,NA,NA,NA,1.3979399350805277e-4,NA,NA,1.5622389425662409e-4,NA,4.458683075635461e-4,4.814713755798561e-4
sp|P62841|RS15_HUMAN,6,63,64.67231912544447,31059637547743092,480261694149191.06,4.799489963628359e-25,186357825286458560,30256486731399036,5.031246157077537e-24,Yes,NA,NA,NA,0.0031332051755823542,1.5322076940549323e-11,NA,NA,NA,7.930866424515903e-4,1.5322076940549323e-11,NA,NA,0.005858434072434471,1.5322076940549323e-11,NA,NA,1.5325407609623198e-11,NA,1.5347834114720627e-11,0.003621921294068131,1.5322076940549323e-11
sp|P62847|RS24_HUMAN,6,63,45.21129180537889,61208257524840570,1353826778237698.5,5.38222843985326e-21,367249545149043400,85291087028975008,3.236738949782088e-20,Yes,NA,NA,NA,NA,1.5329182367906924e-11,NA,NA,NA,NA,1.5323631252783798e-11,NA,NA,NA,1.53280721448823e-11,NA,NA,1.5340284598153175e-11,NA,1.538202898387908e-11,NA,1.5324963520413348e-11
sp|P62851|RS25_HUMAN,6,63,46.837833094370254,30028986580992932,641126725920254.25,2.2017188510757118e-21,180173919485957600,40390983732976016,1.4040544589880737e-20,Yes,NA,NA,NA,NA,1.5324741475808423e-11,NA,NA,NA,NA,1.5323631252783798e-11,NA,NA,NA,1.5324519431203498e-11,NA,NA,1.533473348303005e-11,NA,1.5381362850064306e-11,NA,1.5326073743437973e-11
sp|P62854|RS26_HUMAN;sp|Q5JNZ5|RS26L_HUMAN,6,63,46.2830720636703,29652447934861196,640675880245571.6,2.9780673115250708e-21,177914687609167170,40362580455471016,1.8680049263480004e-20,Yes,NA,NA,NA,NA,1.5325407609623198e-11,NA,NA,NA,NA,1.5324519431203498e-11,NA,NA,NA,1.5327850100277374e-11,NA,NA,1.5330070546326624e-11,NA,1.5393131214125333e-11,NA,1.5325407609623198e-11
sp|P62857|RS28_HUMAN,6,63,55.91983033475724,22624363037620216,404585688157174.75,2.272663139202362e-23,135746178225721300,25488898353902008,1.8852633791594663e-22,Yes,NA,NA,NA,NA,1.5323631252783798e-11,NA,NA,NA,NA,1.5322298985154248e-11,NA,NA,NA,1.5322298985154248e-11,NA,NA,1.5323631252783798e-11,NA,1.5331402813956174e-11,NA,1.5322298985154248e-11
sp|P62861|RS30_HUMAN,6,63,36.492463757707824,4954105033351281,135756935082380.95,1.0531972072523137e-18,29724630200107688,855268691019e4,4.8478746637583946e-18,Yes,NA,NA,NA,NA,1.5349166382350177e-11,NA,NA,NA,NA,1.5346723891696e-11,NA,NA,NA,1.5346723891696e-11,NA,NA,1.5354051363658527e-11,NA,1.7659318451990202e-11,NA,1.5350720694584652e-11
sp|P62873|GBB1_HUMAN,6,63,70.07350490502327,3515603706271995e4,501702278348571140,5.508486310952756e-26,2109362223763197e5,31607243535959982e3,6.882235346051586e-25,Yes,NA,NA,0.006022509747070637,1.4715095808526257e-10,9.966838465658157e-11,3.312849994330236e-11,NA,NA,9.069474656842047e-7,5.848222850435292e-7,1.5357159988127478e-11,NA,1.9713943919530408e-6,1.2752291028705898e-6,1.5354495452868377e-11,3.447909081053524e-4,2.320457743316684e-4,1.53280721448823e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P62879|GBB2_HUMAN,6,63,39.14545889118738,1934414811567079200,49416071911282770,1.9227651906299176e-19,11606488869402474e3,3113212530410814500,9.601279361367337e-19,Yes,NA,NA,NA,0.0025505852280334196,NA,2.0007662193677334e-11,NA,NA,NA,NA,1.5352941140633902e-11,NA,NA,NA,1.5422219057370512e-11,NA,NA,1.5334511438425125e-11,NA,1.5323631252783798e-11,1.5382695117693856e-11
sp|P62888|RL30_HUMAN,6,63,51.65479458283282,83625126159094900,1618922828644588.8,1.793137377987464e-22,501750756954569400,101992138204609090,1.3226008467517174e-21,Yes,NA,NA,NA,NA,1.5323631252783798e-11,NA,NA,NA,0.036048984746736346,1.5322743074364098e-11,NA,NA,NA,1.5323853297388723e-11,NA,NA,1.53351775722399e-11,NA,1.537581173494118e-11,0.006111990404186751,1.5322298985154248e-11
sp|P62899|RL31_HUMAN,6,63,48.88989790910231,36349543796749936,743498050749301.9,7.381872523254502e-22,2.1809726278049962e+17,46840377197206016,4.9990955295756704e-21,Yes,NA,NA,NA,NA,1.5324963520413348e-11,NA,NA,NA,0.038709986514095296,1.5323631252783798e-11,NA,NA,NA,1.5323853297388723e-11,NA,NA,1.53396184643384e-11,NA,1.5420220655926187e-11,0.01958314117239568,1.5322965118969023e-11
sp|P62906|RL10A_HUMAN,6,63,43.53629777875369,93922843647358420,2157345673365778.2,1.388484325715602e-20,563537061884150500,135912777422044030,7.899908031627245e-20,Yes,NA,NA,NA,NA,1.53351775722399e-11,NA,NA,NA,NA,1.5325629654228123e-11,NA,NA,NA,1.533118076935125e-11,NA,NA,1.5349610471560027e-11,NA,1.541022864870456e-11,NA,1.5323853297388723e-11
sp|P62910|RL32_HUMAN,6,63,45.74419979572634,21771861976051952,475948034357920.75,4.004625325466782e-21,130631171856311710,29984726164549008,2.481408526569599e-20,Yes,NA,NA,NA,NA,1.532585169883305e-11,NA,NA,NA,NA,1.5324741475808423e-11,NA,NA,NA,1.532585169883305e-11,NA,NA,1.53351775722399e-11,NA,1.5388024188212057e-11,NA,1.5327406011067524e-11
sp|P62913|RL11_HUMAN,6,63,46.96889748403968,38749757633142280,825008882661333.25,2.050945168975417e-21,232498545798853660,51975559607663990,1.3108409165789492e-20,Yes,NA,NA,NA,NA,1.532762805567245e-11,NA,NA,NA,NA,1.5324297386598573e-11,NA,NA,NA,1.53280721448823e-11,NA,NA,1.5335399616844825e-11,NA,1.5384693519138182e-11,0.036812639669790426,1.5322965118969023e-11
sp|P62917|RL8_HUMAN,6,63,102.47204926237936,292963029267447600,2858955504220636,1.4216132062106485e-30,1757778175604685600,180114196765900060,3.453617479532377e-29,Yes,NA,NA,NA,0.0029104895141180975,1.5322076940549323e-11,NA,NA,NA,0.0014808148230042173,1.5322076940549323e-11,NA,NA,0.009179554873905538,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,8.06562121428156e-5,1.5322076940549323e-11
sp|P62937|PPIA_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|P0DN37|PAL4G_HUMAN,6,63,16.53292981364265,6054353114085714e3,3.6619965017269843e+17,2.4468146184907618e-11,36326118684514284e3,2307057796088e7,5.761307344000171e-11,Yes,NA,NA,NA,NA,NA,5.82668346904569e-9,NA,NA,NA,NA,3.5064060543987807e-9,NA,NA,NA,2.6100922534411097e-9,NA,NA,7.970056836725803e-10,NA,2.9790867328571835e-8,4.11060019356313e-9
sp|P62942|FKB1A_HUMAN,6,63,98.09436094576499,27998854810480960,285427771184126.9,4.897403942407679e-30,167993128862885760,17981949584599992,1.1187278707246197e-28,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN;sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN,6,63,1.9952600470267692,31988175499523796,16032083410476184,0.07954370387059692,1.9192905299714278e+17,1010021254859999600,0.08821857882170188,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P62993|GRB2_HUMAN,6,63,139.4299661224614,21010139364625136,150685967650396.78,2.0036551914079906e-34,126060836187750820,9493215961974998,9.58310709515603e-33,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P62995|TRA2B_HUMAN,6,63,26.449443643488692,2151198397978236.8,81332463055714.125,1.7536152407368816e-15,12907190387869420,5123945172509990,5.771845432145801e-15,Yes,1.5594081581582486e-11,1.5822565480050343e-11,1.6450285578173407e-11,1.9101831227885668e-11,7.1165250359328525e-9,1.6241341604938953e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P63000|RAC1_HUMAN;sp|P15153|RAC2_HUMAN,6,63,25.195427535585363,205553795255714200,8158376950158730,5.06541792678828e-15,1233322771534285300,51397774786e7,1.5935502850872483e-14,Yes,NA,NA,NA,6.023145392441975e-7,2.982514235583267e-11,NA,NA,NA,6.222161165303497e-6,1.7386136974550936e-10,NA,NA,5.965153448639349e-6,1.6703849414767546e-10,NA,0.0041482410217466015,2.372378734571967e-7,NA,NA,9.302798816834823e-7,3.781230883959097e-11
sp|P63010|AP2B1_HUMAN,6,63,13.106220487910623,1751341414865713e3,133626732167460240,1.456523776869156e-9,10508048489194277e3,8418484126549996e3,2.9742623622391504e-9,Yes,NA,NA,NA,NA,1.748149001778998e-6,NA,NA,NA,NA,1.0965614852476158e-5,NA,NA,NA,1.2026396299935627e-6,NA,NA,1.0133218518726395e-6,NA,4.11928618038182e-6,NA,2.515841979189304e-10
sp|P63027|VAMP2_HUMAN,6,63,15.037572695089988,630917291712013400,41956059299252344,1.3672368041498175e-10,3785503750272081e3,2643231735852898e3,3.054826173359556e-10,Yes,NA,NA,NA,0.008030711005487023,1.3795246142089823e-6,NA,NA,NA,NA,0.0023336643639814136,3.56745000063885e-4,NA,NA,2.9496119109728713e-4,0.0027810054760025738,NA,0.0029915423870443547,2.7229355389302157e-4,NA,6.819968023652478e-7,5.712619266518004e-11
sp|P63092|GNAS2_HUMAN;sp|Q5JWF2|GNAS1_HUMAN,6,63,97.49621335668343,89595944098863920,918968450303634.9,5.821419120974256e-30,537575664593183500,57895012369129e3,1.3006834984892114e-28,Yes,0.015699083807318437,0.0021627446262655337,9.696767541922391e-6,2.1057245113142997e-6,4.277647304484766e-6,1.5323631252783798e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P63096|GNAI1_HUMAN,6,63,128.7382157672393,2123906543735392300,16497871522279354,2.0372654288397978e-33,12743439262412354e3,1039365905903599400,8.661207607886972e-32,Yes,NA,NA,0.010735382286866213,2.6384082696395694e-9,9.81402736854875e-11,1.5322076940549323e-11,NA,NA,9.57594253891969e-8,3.054162922566661e-9,1.5322076940549323e-11,NA,1.1471432259657632e-7,3.6617822107842812e-9,1.5322076940549323e-11,0.002285992745721721,1.1521326525987252e-4,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P63098|CANB1_HUMAN,6,63,57.240621085851416,403130589980557300,7042736125730160,1.2309034622645114e-23,2418783539883344e3,443692375921000060,1.0524568430144328e-22,Yes,NA,NA,NA,NA,NA,1.5322298985154248e-11,NA,NA,NA,NA,1.532673987725275e-11,NA,NA,NA,1.5323853297388723e-11,NA,NA,1.5322298985154248e-11,NA,1.5322298985154248e-11,1.5322298985154248e-11
sp|P63104|1433Z_HUMAN,6,63,9.978894169056298,1737892736476191500,174156846142857100,1.0019253875622247e-7,10427356418857148e3,10971881306999996e3,1.8019351417908165e-7,Yes,NA,NA,NA,NA,0.02018563817079011,0.0075288026520117235,NA,NA,NA,NA,2.521798867355374e-4,NA,NA,NA,5.029445593662807e-6,NA,NA,3.764857828614243e-5,NA,2.215364573003864e-4,2.832664613983127e-8
sp|P63151|2ABA_HUMAN;sp|Q00005|2ABB_HUMAN,6,63,2.7548095257384038,1731856554128571.2,628666533184127,0.019267732076262905,10391139324771428,396059915906e5,0.022459454640304934,Yes,NA,NA,NA,NA,0.008259004651176127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P63162|RSMN_HUMAN;sp|P14678|RSMB_HUMAN,6,63,23.091593377578995,2484909428954618.5,107610998874047.61,3.2635455153321767e-14,14909456573727712,6779492929064999,9.577864642791747e-14,Yes,NA,NA,NA,NA,6.077807201965157e-8,NA,NA,NA,NA,1.6320389484292264e-11,NA,NA,NA,1.662081583475583e-11,NA,NA,1.969191476547394e-11,NA,2.8480878766501405e-9,NA,3.6123726232517583e-10
sp|P63167|DYL1_HUMAN,6,63,3.0128673227359704,823709111380952.4,273397074330158.72,0.011845964351848226,4942254668285714,172240156828e5,0.014016427089682032,Yes,NA,NA,NA,NA,NA,0.011744343808731017,NA,NA,NA,NA,NA,NA,NA,NA,0.008532287108342529,NA,NA,NA,NA,NA,NA
sp|P63172|DYLT1_HUMAN,6,63,5.48858421381684,50177556406571.4,9142167533888.89,1.2752241923209623e-4,301065338439428.4,575956554635000.1,1.7767233740074946e-4,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006176570315015839,NA,NA,1.345009058869584e-4,NA,7.634330752381846e-4,0.0019098396089650693
sp|P63173|RL38_HUMAN,6,63,54.59814604843629,15043987932129470,275540270520968.25,4.2491967629259603e-23,90263927592776820,17359037042821e3,3.335074690081119e-22,Yes,NA,NA,NA,0.012440108741932576,1.5322965118969023e-11,NA,NA,NA,0.002059548038313652,1.5322298985154248e-11,NA,NA,NA,1.5323631252783798e-11,NA,NA,1.53280721448823e-11,NA,1.545263916824524e-11,6.08748575518514e-4,1.5322298985154248e-11
sp|P63208|SKP1_HUMAN,6,63,78.85193155555076,115481869995714290,1464540788253968.5,2.1805294854945914e-27,692891219974285700,92266069660000020,3.388122210710124e-26,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P63215|GBG3_HUMAN,6,63,7.490633733463889,21153659111273460,2824014611309981.5,4.422999138529363e-6,126921954667640770,177912920512528830,6.935860841720482e-6,Yes,NA,NA,NA,NA,NA,0.0028476109559858465,NA,NA,NA,NA,1.3574167734109466e-4,NA,NA,NA,9.547458933756303e-5,NA,NA,2.358992083351108e-5,NA,7.990706673011161e-5,1.7557411420177083e-5
sp|P63218|GBG5_HUMAN,6,63,12.427422156821622,24687152333904.76,1986506294095.2373,3.4896144176021467e-9,148122914003428.56,125149896527999.95,6.931674063776879e-9,Yes,NA,NA,NA,5.26150415515958e-4,7.892018028532455e-6,NA,NA,NA,5.2615041551618e-4,7.892018028532455e-6,NA,NA,5.26150415515958e-4,7.892018028532455e-6,NA,9.212356456690385e-4,1.4666622367820459e-5,NA,NA,5.26150415516069e-4,7.892018028532455e-6
sp|P63220|RS21_HUMAN,6,63,47.67324488822069,15064180709501472,315988155302254.1,1.4046409236213943e-21,90385084257008830,19907253784042008,9.20686481200233e-21,Yes,NA,NA,NA,NA,1.532585169883305e-11,NA,NA,NA,0.0297443837585446,1.5324519431203498e-11,NA,NA,0.03447998241382244,1.5324741475808423e-11,NA,NA,1.5334511438425125e-11,NA,1.5708434553118877e-11,0.008152950594100816,1.5323631252783798e-11
sp|P63241|IF5A1_HUMAN;sp|Q6IS14|IF5AL_HUMAN;sp|Q9GZV4|IF5A2_HUMAN,6,63,1.4682847747966237,1127800096490476.2,768107192725396.9,0.20358342926963882,6766800578942858,483907531417e5,0.21705638348811024,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P63244|RACK1_HUMAN,6,63,77.61934527119453,404175836114726400,5207153380417921,3.3653376139253846e-27,2425055016688358400,328050662966329e3,5.049656096189021e-26,Yes,NA,NA,NA,0.01410173713116003,1.5322076940549323e-11,NA,NA,NA,0.0015621676900650083,1.5322076940549323e-11,NA,NA,0.019500149828916125,1.5322076940549323e-11,NA,NA,1.5322298985154248e-11,0.049254118986823414,1.532673987725275e-11,9.429188685305956e-5,1.5322076940549323e-11
sp|P63261|ACTG_HUMAN,6,63,35.639394469433235,6279753931395235e4,1.7620259897460319e+18,1.8564564887007806e-18,3767852358837141e5,111007637354e9,8.406232709930607e-18,Yes,NA,0.011052136352311948,1.2882566188943123e-4,0.018746359100948684,0.0074788803090505285,6.749443781650655e-9,NA,0.00638318880577915,NA,NA,8.133060891424293e-11,NA,NA,NA,1.5361378835621053e-11,NA,NA,1.5330514635536474e-11,NA,1.5373813333496855e-11,1.5358270211152103e-11
sp|P63313|TYB10_HUMAN;CON__P21752,6,63,103.34533938354333,441002832413347900,4267273541738187,1.1171124906242792e-30,2646016994480087600,268838233129505800,2.7576462369362245e-29,Yes,NA,NA,NA,0.002784554743221146,0.01410184364392042,1.5322076940549323e-11,NA,NA,0.00858982786147,0.03836921465686327,1.5322076940549323e-11,NA,0.004598487045447297,0.022103000753537327,1.5322076940549323e-11,0.01226299903631356,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P67775|PP2AA_HUMAN,6,63,6.657786769348701,10189417816490474,1530451209912698.2,1.72822697011936e-5,61136506898942850,96418426224499980,2.5817973428674283e-5,Yes,NA,NA,NA,0.0028535571546957073,1.03881929737204e-5,NA,NA,NA,NA,0.006036453056807001,NA,NA,NA,0.0015426707083951996,NA,NA,NA,NA,NA,NA,NA
sp|P67870|CSK2B_HUMAN,6,63,5.590514143559451,425711123414904.8,76148832197365.08,1.0670590952807627e-4,2554266740489429,4797376428434e3,1.4976010502771274e-4,Yes,NA,NA,NA,NA,NA,5.086908791696043e-4,NA,NA,NA,NA,0.022907464742609962,NA,NA,NA,NA,NA,0.04152190396373312,NA,NA,NA,1.467960766478038e-4
sp|P67936|TPM4_HUMAN,6,63,81.7835650246862,355868871169523650,4351349455873015.5,7.951660323140318e-28,2135213227017141800,274135015719999970,1.3228278396267668e-26,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN,6,63,2.0750774878406797,4.7437937968809523e+17,2.2860803149174598e+17,0.06868421410412238,2846276278128571400,14402305983979997e3,0.07678684418287751,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P68036|UB2L3_HUMAN;sp|A0A1B0GUS4|UB2L5_HUMAN,6,63,105.07178460162932,61299806187114264,583408823020635.25,6.973773737126906e-31,3.6779883712268557e+17,36754755850300024,1.8562366442909097e-29,Yes,NA,NA,NA,0.0026568277778887817,0.004911986221544429,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|P68104|EF1A1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN,6,63,52.269301535740354,1874008632901547800,35852949586865068,1.3203458621110829e-22,11244051797409286e3,2258735823972499200,9.833524778399087e-22,Yes,NA,NA,NA,NA,NA,1.5327850100277374e-11,NA,2.885226849614897e-4,0.005882203804180142,0.03140015100389659,1.5467294112170293e-11,NA,NA,NA,1.533650983986945e-11,NA,NA,1.5322298985154248e-11,NA,1.5322521029759173e-11,1.5323631252783798e-11
sp|P68363|TBA1B_HUMAN;sp|Q9H853|TBA4B_HUMAN,6,63,46.680189472779176,5679234259022381e5,1216626222636508e4,2.3983314146577646e-21,34075405554134286e5,766474520261e9,1.5199363271775192e-20,Yes,3.9713204990932116e-4,4.0302011921067304e-6,1.6337887638329107e-6,6.106690552121208e-7,2.05613304160579e-11,1.5322076940549323e-11,NA,NA,NA,3.5202175663140434e-4,1.5356493854312703e-11,NA,NA,0.018992455161380595,1.566491381055357e-11,NA,0.03610491409715655,1.6093681942663807e-11,NA,1.7282175690525037e-11,2.2377483488433825e-7
sp|P68366|TBA4A_HUMAN,6,63,26.982232083130835,4289570042320005e3,158977583066666460,1.1291718152029085e-15,2573742025392003e4,10015587733199987e3,3.798236182786926e-15,Yes,NA,1.7988580065175785e-4,1.6704615629636876e-5,9.295610141013544e-5,1.2192071685568351e-8,1.5340284598153175e-11,NA,NA,NA,5.76646498646638e-4,2.9191760120284016e-11,NA,NA,NA,4.552662780099581e-8,NA,NA,5.854789753012568e-7,NA,9.415369761622827e-8,5.754576409126022e-4
sp|P68371|TBB4B_HUMAN,6,63,29.939548327543736,28395678935522394e3,948433778120793600,1.089456532952621e-16,17037407361313436e4,5975132802161e7,4.055242806070987e-16,Yes,0.0314616895582851,0.007032596965752647,4.7498116580824146e-4,0.001955723404069021,5.034494042766013e-7,1.532940441251185e-11,NA,NA,NA,0.03790326288823864,1.8815726754439766e-11,NA,NA,NA,4.205469306128862e-11,NA,NA,7.196497842087979e-10,NA,1.4784917734544933e-10,1.014329649495771e-6
sp|P68400|CSK21_HUMAN;sp|Q8NEV1|CSK23_HUMAN,6,63,7.724663131181762,2660455857714288,344410599211111.06,3.0427974344418976e-6,15962735146285728,21697867750299996,4.8459952897120955e-6,Yes,NA,0.02675153734482405,3.20708870262143e-4,NA,NA,2.505021516552297e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030840159067989092,NA,NA,0.026773803184025002,5.210415337796315e-4
sp|P68402|PA1B2_HUMAN,6,63,43.36307022250194,209163397492095230,4823537549782540,1.5339772013271933e-20,1254980384952571400,3.0388286563630003e+17,8.663291906388448e-20,Yes,NA,NA,NA,NA,NA,1.5324741475808423e-11,NA,NA,NA,NA,1.5337175973684225e-11,NA,NA,NA,1.5329182367906924e-11,NA,NA,1.53351775722399e-11,NA,1.5354495452868377e-11,1.533206894777095e-11
sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q6NXT2|H3C_HUMAN,6,63,38.712067422462894,614612567396468.9,15876511080879.047,2.522909655896839e-19,3687675404378813.5,1000220198095380,1.2297175886465327e-18,Yes,1.534361526722705e-11,1.53405066427581e-11,1.534095073196795e-11,1.5353607274448677e-11,1.5354051363658527e-11,1.533917437512855e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|P68871|HBB_HUMAN,6,63,57.128258090568814,2942648520811951e6,5150950893946032e4,1.2962223640694451e-23,17655891124871705e6,3245099063186e9,1.1021490712268255e-22,Yes,NA,NA,NA,NA,NA,1.5322298985154248e-11,NA,NA,NA,NA,1.5322298985154248e-11,NA,NA,NA,1.5322298985154248e-11,NA,NA,1.5322521029759173e-11,NA,1.5326073743437973e-11,1.5327850100277374e-11
