protein,Df1,Df2,F value1,Mean Sq1,Mean Sq2,Pr(>F)1,Sum Sq1,Sum Sq2,padj,Significant,2-1,3-1,4-1,5-1,6-1,7-1,3-2,4-2,5-2,6-2,7-2,4-3,5-3,6-3,7-3,5-4,6-4,7-4,6-5,7-5,7-6
sp|A0A024RBG1|NUD4B_HUMAN;sp|Q9NZJ9|NUDT4_HUMAN;sp|Q96G61|NUD11_HUMAN;sp|Q8NFP7|NUD10_HUMAN,6,63,5.096094980684736,96682969456952.42,18971971641698.41,2.550611225736618e-4,580097816741714.5,1195234213426999.8,3.4715077643307187e-4,Yes,NA,NA,NA,NA,NA,8.027196333026954e-5,NA,NA,NA,NA,0.0019193208825645236,NA,NA,NA,NA,NA,NA,0.021221469264006476,NA,0.033060266202980304,NA
sp|A0AVT1|UBA6_HUMAN,6,63,8.745844782792997,492438462847619.56,56305419896825.42,6.218727969302333e-7,2954630777085717.5,3547241453500001.5,1.0436143812518881e-6,Yes,NA,NA,NA,NA,NA,4.4707776762908935e-6,NA,NA,NA,NA,0.006140015063951787,NA,NA,NA,0.00398738252676567,NA,0.038756672163807515,9.973599924828491e-7,NA,7.093444819716854e-5,0.04873841928399858
sp|A0FGR8|ESYT2_HUMAN,6,63,17.382126398301246,579386715214285.9,33332326663492.062,9.57814733852087e-12,3476320291285715,20999365798e5,2.3250363999375402e-11,Yes,0.031306703120061674,0.01865983066974619,NA,0.022280437727273505,5.085533315574153e-7,3.853301011602639e-10,NA,NA,NA,0.038346414743532065,1.1460800227347523e-4,NA,NA,NA,2.239325030678474e-4,NA,2.2623318433057094e-6,1.7253921624771351e-9,NA,1.7891199195640972e-4,NA
sp|A0MZ66|SHOT1_HUMAN,6,63,8.023789110564088,459491979258904.5,57266208387000.01,1.897012177481461e-6,2756951875553427,3607771128381000.5,3.0707320334588853e-6,Yes,NA,NA,NA,NA,NA,1.0286192851238773e-4,NA,NA,NA,NA,1.7417128838626006e-5,NA,NA,NA,5.367937038858184e-5,NA,NA,6.439797558577265e-5,NA,0.00252750320191919,NA
sp|A1L0T0|ILVBL_HUMAN,6,63,24.65863833896391,4492859691966663.5,182202262355555.56,8.06492482767284e-15,26957158151799980,114787425284e5,2.4961309299804416e-14,Yes,NA,NA,NA,0.001898979423690328,NA,2.9076584306952924e-7,NA,0.002581664692538177,2.7690594922247236e-5,0.0229056770143512,2.9077250622955297e-5,0.018928181880265238,2.976598564128352e-4,NA,2.4246766308078094e-6,NA,NA,1.8454682226831665e-11,NA,1.5389356455841607e-11,6.847067357540482e-11
sp|A2RRP1|NBAS_HUMAN,6,63,5.362371844119258,142675107613618.84,26606716535349.203,1.5917505991496696e-4,856050645681713.1,1676223141726999.8,2.1987132599265066e-4,Yes,NA,NA,NA,NA,NA,0.004152396759724009,NA,NA,NA,NA,NA,NA,NA,NA,0.005714798320838432,NA,NA,7.93097924450481e-4,NA,1.6003427160460326e-4,NA
sp|A2RTX5|SYTC2_HUMAN,6,63,1.9960837596335563,27228341955285.684,13640881462952.385,0.07942363815464992,163370051731714.1,859375532166000.25,0.08811734555686242,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A2RU67|F234B_HUMAN,6,63,1.0908892054641581,734923887809.5234,673692510777.7775,0.37769469384869303,4409543326857.141,42442628178999.98,0.39297194353189985,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A5PKW4|PSD1_HUMAN,6,63,3.1885124187876177,1589559081476.1907,498526859142.8588,0.008508969700501278,9537354488857.145,31407192126000.105,0.010186138542524212,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A5YM72|CRNS1_HUMAN,6,63,0.5750281543594243,648504214114666.6,1127778195203492,0.7487428963820981,3891025284688e3,7105002629782e4,0.7561537465607397,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A6NDG6|PGP_HUMAN,6,63,74.4922959226687,4025493166558140,54039053524904.77,1.0402437128184163e-26,24152958999348840,3404460372069000.5,1.4151937799720767e-25,Yes,NA,NA,NA,0.02063408455411775,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322298985154248e-11,NA,1.5322298985154248e-11,1.5322076940549323e-11
sp|A6NE02|BTBDH_HUMAN,6,63,2.5217230133743156,562052078599809.3,222884145331936.3,0.029874911694409898,3372312471598856,14041701155911988,0.034243493071932245,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A6NHX0|CAST2_HUMAN;sp|Q8WTX7|CAST1_HUMAN,6,63,27.61477120535851,342421047459476.06,12399923392920.63,6.748006314276217e-16,2054526284756856.2,781195173753999.75,2.3208592503370224e-15,Yes,NA,NA,NA,NA,NA,1.5537682251931528e-11,NA,NA,NA,NA,1.6680545833480664e-11,NA,NA,NA,1.584099518225912e-11,NA,NA,1.5701773214971126e-11,NA,1.5950241127882236e-11,1.6803669566911594e-11
sp|C9J069|AJM1_HUMAN,6,63,10.400844469884019,91322817210952.55,8780327162412.698,5.4821434745177445e-8,547936903265715.25,553160611232000,1.0012435068913375e-7,Yes,NA,NA,NA,NA,NA,NA,NA,5.301369142529655e-5,3.497466744883937e-6,2.2921463754821403e-6,2.2921463754821403e-6,NA,0.04440104402520695,0.03326010299370652,0.0332601029937063,NA,NA,NA,NA,NA,NA
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN,6,63,20.56537594550123,15363549075945942,747058994528460.75,3.564550418247552e-13,92181294455675650,47064716655293024,9.604831716774435e-13,Yes,NA,NA,NA,NA,7.252365374910141e-11,NA,NA,NA,NA,2.7145841130504778e-11,NA,NA,NA,4.835909450662257e-11,NA,NA,1.2632372925480695e-10,NA,1.0472823053220282e-8,NA,2.0224338870278302e-9
sp|O00116|ADAS_HUMAN,6,63,1.9791131162934237,891692373571.4274,450551495126.9844,0.08193274373982001,5350154241428.564,28384744193000.016,0.09070384397381161,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00139|KIF2A_HUMAN,6,63,69.20764641053312,3300827388647620.5,47694547638095.21,7.71745112857855e-26,19804964331885724,3004756501199998.5,9.487195945614034e-25,Yes,NA,0.009426812906319748,NA,5.697198223042488e-4,1.5357382032732403e-11,1.5322076940549323e-11,NA,NA,NA,2.6821023180190195e-10,1.5323409208178873e-11,NA,NA,4.816634313620227e-9,1.5325629654228123e-11,NA,3.29936078458104e-11,1.5322298985154248e-11,1.5081356041779514e-7,1.533473348303005e-11,1.6399748007045467e-5
sp|O00142|KITM_HUMAN,6,63,27.456193374184785,187715833278143.1,6836921299317.468,7.6716573803269635e-16,1126294999668858.5,430726041857000.5,2.620864201024647e-15,Yes,2.6735465248439727e-4,9.39938682442687e-10,NA,NA,NA,NA,0.030676457139400815,0.001426032551647749,4.6552973775870754e-7,4.774262567508458e-7,2.403223770541807e-6,6.495712079335192e-9,1.653421843883507e-11,1.6564194460499948e-11,2.1418977702580833e-11,NA,NA,NA,NA,NA,NA
sp|O00154|BACH_HUMAN,6,63,118.21066476648298,243960681811157020,2063778951696824.8,2.3931022031618918e-32,1463764090866942200,130018073956899950,8.230658251548933e-31,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|O00159|MYO1C_HUMAN,6,63,26.831471548995857,152075079727476.22,5667787525174.611,1.2781678795165703e-15,912450478364857.25,357070614086000.5,4.280603806564794e-15,Yes,1.580924280375484e-11,2.1625479185161112e-11,4.5802805992423146e-11,1.786137904247198e-11,1.8877233110004e-11,1.538158489466923e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00161|SNP23_HUMAN,6,63,7.33793498852391,32472440158000.004,4425283163285.714,5.657384490123632e-6,194834640948000.03,278792839287000,8.78602431469733e-6,Yes,NA,NA,NA,0.007515561741026966,5.5457302493922e-4,NA,NA,NA,NA,0.013301183740398348,NA,NA,0.047883412919673796,0.004848329589765332,NA,NA,NA,0.026847154872867596,NA,0.002976371968240521,1.963323197957667e-4
sp|O00165|HAX1_HUMAN,6,63,2.336931725595738,1155042497476.189,494255987380.9501,0.042233657316303026,6930254984857.134,31138127204999.855,0.04793371340200355,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00170|AIP_HUMAN,6,63,15.842949059786159,263878329980952.28,16655884519047.617,5.351475897810691e-11,1583269979885713.8,1049320724699999.9,1.2297948741140034e-10,Yes,9.989695184398073e-7,2.834954591535155e-5,1.8708289325486405e-6,2.2970088908724762e-7,6.493746651514698e-10,8.200207179953622e-11,NA,NA,NA,NA,NA,NA,NA,NA,0.027327318753247454,NA,NA,NA,NA,NA,NA
sp|O00178|GTPB1_HUMAN,6,63,1.937645753139467,2559735595333.3325,1321054476126.9832,0.08838681710495826,15358413571999.994,83226431995999.94,0.09760174861409712,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00186|STXB3_HUMAN,6,63,5.806890906634664,927253095647618.4,159681507807936.47,7.327845388032829e-5,5563518573885710,10059934991899998,1.0403773067146794e-4,Yes,NA,NA,NA,NA,NA,0.0027628720497263615,NA,NA,NA,NA,0.0033631713225449333,NA,NA,NA,0.0024859545405607752,NA,0.03170854728400152,1.3616885737566253e-4,NA,0.04817540027111866,NA
sp|O00192|ARVC_HUMAN,6,63,1.2001047106182852,4253022614904.7515,3543876277857.1426,0.3180548476697286,25518135689428.508,223264205504999.97,0.3334129755880271,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00194|RB27B_HUMAN,6,63,1.7952421226031745,57885537868571.41,32243861226158.734,0.11443216332622883,347313227211428.44,2031363257248000.2,0.1253675203799522,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00217|NDUS8_HUMAN,6,63,76.51559533784088,41821705276203256,546577532221333.75,4.989135564193318e-27,250930231657219550,34434384529944028,7.272259029521784e-26,Yes,4.2849163851554906e-6,6.744798819457998e-8,NA,1.0465534489023653e-6,1.1972025482087645e-8,1.9512669258148208e-10,NA,4.543445877303043e-7,1.53351775722399e-11,1.5324741475808423e-11,1.5322298985154248e-11,6.767164717480512e-9,1.5324963520413348e-11,1.5322298985154248e-11,1.5322076940549323e-11,9.673745612448492e-6,1.1893932716500188e-7,1.8208096141947294e-9,NA,NA,NA
sp|O00231|PSD11_HUMAN,6,63,20.495688788057407,893471724855809.5,43593154350412.695,3.8174741949731233e-13,5360830349134857,2746368724076e3,1.0259252423891774e-12,Yes,NA,0.012909220277070532,NA,NA,NA,2.0184331983585935e-10,NA,NA,NA,3.118485707238605e-4,1.969846477278825e-5,NA,NA,3.293451496699795e-5,1.914863187308935e-4,NA,0.0014775153930209894,3.5027115375951823e-6,NA,1.8498863663118925e-8,1.5561885113868357e-11
sp|O00232|PSD12_HUMAN,6,63,21.88267573543098,1063141989795571.9,48583729094619.02,1.0020791677601307e-13,6378851938773431,3060774932960998.5,2.8218623114202024e-13,Yes,2.068302577729053e-5,7.179322888517525e-6,2.6659060497380427e-4,5.9202127764224066e-5,0.0014640214315678746,1.5353163185238827e-11,NA,NA,NA,NA,3.442200012027108e-6,NA,NA,NA,1.0029648297438243e-5,NA,NA,2.238943354049283e-7,NA,1.149241351527941e-6,3.136799775482757e-8
sp|O00244|ATOX1_HUMAN,6,63,152.66373557051014,19938289952322292,130602660008365.12,1.411818844533467e-35,119629739713933740,8227967580527003,9.194845708759452e-34,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322076940549323e-11,NA,1.5322076940549323e-11,1.5322076940549323e-11
sp|O00264|PGRC1_HUMAN,6,63,27.049163461345195,11699410686449134,432523937502476.25,1.0688819885162735e-15,70196464118694800,27249008062656004,3.607329401155803e-15,Yes,NA,NA,NA,NA,0.03871260497761764,1.5510592810130674e-11,NA,NA,NA,NA,3.1743052630872626e-11,NA,NA,NA,1.88798976452631e-11,NA,0.003427566556600703,1.536470950469493e-11,NA,4.812760190375798e-10,3.569289153126931e-8
sp|O00291|HIP1_HUMAN,6,63,2.5156983998527216,292573652708333.2,116299176692031.73,0.030214822065429522,1755441916249999,7326848131597999,0.03457657981129457,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03279363557876169,0.028486740329242477
sp|O00299|CLIC1_HUMAN,6,63,5.855458576942619,1094916105230571,186990667057587.28,6.73823313258747e-5,6569496631383426,11780412024627998,9.579996107222593e-5,Yes,NA,NA,NA,NA,NA,1.6849106842642403e-4,NA,NA,NA,NA,1.0499584154555208e-4,NA,NA,NA,3.5792215832930463e-4,NA,NA,0.0035624110053760205,NA,0.007112812122608503,0.006617663877306779
sp|O00303|EIF3F_HUMAN,6,63,17.64658544669528,2051121937025141,116233361021650.77,7.191366126129898e-12,12306731622150846,7322701744363998,1.7610217369666893e-11,Yes,NA,NA,NA,NA,4.663235808610722e-8,NA,NA,NA,NA,5.554607884761253e-10,NA,NA,NA,6.906557203922858e-8,NA,NA,3.403497715603887e-5,0.0036114233155833952,1.8576560444349965e-6,0.03429283555164697,2.0849655335553052e-11
sp|O00305|CACB4_HUMAN;sp|Q08289|CACB2_HUMAN,6,63,6.542962190511136,76417480220285.67,11679340029063.494,2.0937106897033847e-5,458504881321714.06,735798421831000.1,3.1020563510077736e-5,Yes,NA,NA,NA,NA,NA,NA,NA,0.0010498271812062754,0.040141438444729505,0.006009289388247185,1.766726880958469e-5,NA,NA,NA,0.004336036692467626,NA,NA,NA,NA,NA,NA
sp|O00330|ODPX_HUMAN,6,63,30.748034558602694,7680230175970897,249779548066174.53,5.917109776449398e-17,46081381055825384,15736111528168996,2.2640341282139507e-16,Yes,0.0015348823268176437,9.007787463377603e-6,NA,0.002353681440324107,NA,8.255962882108836e-5,NA,8.964110407616577e-5,2.4652258012736183e-10,4.7183268616601826e-4,2.0388246646518837e-11,3.857430476150725e-7,1.619671063934902e-11,2.3800196546908126e-6,1.5387358054397282e-11,0.02731823377329634,NA,0.0014238328298631364,0.007046422355574289,NA,2.8696720800347464e-4
sp|O00399|DCTN6_HUMAN,6,63,0.6231098341205816,2362775138571.4243,3791907957777.7773,0.7110725425013255,14176650831428.547,238890201339999.97,0.720010933707098,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00401|WASL_HUMAN,6,63,10.148041375062942,458349336895237.7,45166285784126.98,7.857672724827226e-8,2750096021371426,2845476004399999.5,1.4206932197694115e-7,Yes,NA,NA,NA,NA,NA,6.568989065369735e-6,NA,NA,NA,0.03978574097313581,0.007901014282443275,NA,NA,0.013394306143886148,0.024663939344913732,NA,NA,1.4532248315046736e-5,NA,5.19288764149195e-5,8.114432226147272e-8
sp|O00408|PDE2A_HUMAN,6,63,22.69093381719612,12635239313618478,556840869371492.06,4.7127445188554887e-14,75811435881710860,35080974770404e3,1.3634887497369236e-13,Yes,NA,NA,NA,NA,5.990907642172694e-5,4.6582763202351885e-09,NA,NA,0.0018752334454993358,2.5907198419883315e-7,3.144851046243957e-11,NA,0.009987498045044174,2.0727854752600194e-6,1.4829926175963237e-10,NA,1.4401629629179347e-4,1.2185967235289752e-8,NA,1.9275891096026676e-4,NA
sp|O00410|IPO5_HUMAN,6,63,9.167620103615397,11621778118533336,1267698485231745.5,3.294159404406999e-7,69730668711200016,79865004569599970,5.684003346612077e-7,Yes,NA,NA,NA,NA,NA,0.0027541643959012596,NA,NA,NA,NA,0.0022014141139945487,NA,NA,NA,3.696220449084242e-4,NA,NA,9.456582075868525e-4,NA,2.5736084595662234e-6,1.0718242438034764e-7
sp|O00429|DNM1L_HUMAN,6,63,2.058579551321302,33770606799490460,16404810189538098,0.0708047138807971,202623640796942750,1033503041940900200,0.0790708607038015,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00442|RTCA_HUMAN,6,63,34.26087514176517,1048813219595238.4,30612563609523.78,4.7428993416563446e-18,6292879317571430,1928591507399998.2,2.0108053857077663e-17,Yes,5.38504653091465e-8,5.039759387592824e-9,5.217992671280314e-8,6.102766594962006e-6,6.624738535521146e-10,1.5322521029759173e-11,NA,NA,NA,NA,1.8933401402243533e-8,NA,NA,NA,2.006260791942438e-7,NA,NA,1.9541291362834556e-8,NA,1.6623580290087148e-10,1.4957084653044461e-6
sp|O00445|SYT5_HUMAN,6,63,1.032677229636206,5963858592952.362,5775142921523.819,0.4127198882616405,35783151557714.17,363834004056000.6,0.42781428309139236,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00468|AGRIN_HUMAN,6,63,15.242038020755366,1040659837433238.4,68275635844507.97,1.074740438721786e-10,6243959024599430,4301365058204002,2.411862524140313e-10,Yes,4.297695865851381e-9,5.113286127844674e-9,3.583245367089205e-9,1.1062340821155203e-8,8.041453758433903e-8,2.506739118168788e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00471|EXOC5_HUMAN,6,63,3.161701450388116,20725442944952.35,6555154960126.988,0.008949460727667976,124352657669714.11,412974762488000.25,0.010692544608661857,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037172982043227054,NA,NA,NA,NA,NA,NA
sp|O00478|BT3A3_HUMAN;sp|P78410|BT3A2_HUMAN;sp|O00481|BT3A1_HUMAN,6,63,3.8734552204855275,27287264207142.844,7044683016555.554,0.0023618717204736137,163723585242857.06,443815030042999.9,0.002973956946264801,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004069497185007376,NA,NA,NA,NA,NA,NA,0.0038055782478204625,NA,NA,NA
sp|O00483|NDUA4_HUMAN,6,63,21.544846977209275,92527226516347520,4294633729087300.5,1.3809105820350685e-13,555163359098085100,270561924932499940,3.842697537826677e-13,Yes,NA,0.0012221401317907832,NA,0.04152975633683009,0.0023288838239375886,2.862971899887379e-4,NA,NA,2.2374491834920018e-4,6.0999414681628394e-6,5.595188539153639e-7,0.0019494183333351733,8.507435311777556e-9,1.891298229139693e-10,3.0375812976046745e-11,0.028517736117273373,0.0014655359784659927,1.7361934949522428e-4,NA,NA,NA
sp|O00487|PSDE_HUMAN,6,63,18.578897263301265,1188736368682143.8,63983149905793.625,2.6707543954918307e-12,7132418212092863,4030938444064998.5,6.717484966804022e-12,Yes,0.011254153645213205,0.00412671865271097,NA,NA,NA,5.497946542476484e-11,NA,NA,0.01589144683122079,NA,5.526196154492791e-5,NA,0.005970653927217073,NA,1.814374886422998e-4,NA,NA,9.879355321595895e-7,NA,7.871048257612756e-11,1.4714468532517344e-9
sp|O00499|BIN1_HUMAN;sp|Q9UBW5|BIN2_HUMAN,6,63,0.4762215633087747,9529437649523798,20010512718730164,0.823516784315699,57176625897142790,1260662301280000300,0.8294784063146938,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00505|IMA4_HUMAN,6,63,9.625812579527846,914598891376809.4,95015239889666.67,1.673404867259507e-7,5487593348260856,5985960113049e3,2.957443590462674e-7,Yes,0.01740471030815982,4.7087000380441335e-4,6.602558654568158e-4,1.2722014452237751e-5,5.686271398186449e-8,2.4462980334649664e-5,NA,NA,NA,0.014802218005307455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00519|FAAH1_HUMAN,6,63,12.916357390307592,175816034815809.6,13611889908507.92,1.855432854273004e-9,1054896208894857.5,857549064235999,3.761245011211699e-9,Yes,NA,NA,NA,NA,0.021755079171237535,4.397755072327314e-7,NA,NA,NA,NA,1.3512976126284215e-5,NA,NA,NA,3.5214069843414464e-6,0.02629251447709835,3.6635396993167646e-4,2.7187132545236636e-9,NA,8.259377100081622e-4,0.04913056181598752
sp|O00533|NCHL1_HUMAN,6,63,45.07452986287628,15587091141414286,345807070840952.44,5.809094992627931e-21,93522546848485710,21785845462980004,3.4662065833204864e-20,Yes,NA,NA,NA,0.0071260308076460666,5.10326288838403e-6,1.5322965118969023e-11,NA,NA,NA,2.4123209458759565e-4,1.53271839664626e-11,NA,NA,0.0010279135226844982,1.532940441251185e-11,NA,0.020707530630655335,1.534805615932555e-11,NA,1.5511480988550375e-11,4.585930524214632e-10
sp|O00560|SDCB1_HUMAN,6,63,26.687551183955925,2364163076890474.5,88586736961904.8,1.43936163425244e-15,14184978461342846,5580964428600002,4.794217586993165e-15,Yes,NA,NA,NA,NA,2.955746758459554e-11,NA,NA,NA,NA,2.463662607254946e-11,NA,NA,NA,1.2317213915480352e-10,0.028562379250379077,NA,1.0327222410566606e-9,0.005515100334833045,1.7616753944516006e-8,5.260372769954058e-4,1.53405066427581e-11
sp|O00567|NOP56_HUMAN,6,63,11.77228344963384,72211191557143.3,6134000414285.754,8.294133425537665e-9,433267149342859.8,386442026100002.5,1.6017881650202392e-8,Yes,4.1865916500238853e-7,4.1865916500238853e-7,4.1865916500238853e-7,4.1865916500238853e-7,4.1865916500238853e-7,4.1865916500238853e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00571|DDX3X_HUMAN,6,63,38.79478989696312,4058464368734142,104613644757793.66,2.394997740850391e-19,24350786212404852,6590659619741e3,1.1741437633928937e-18,Yes,NA,NA,NA,NA,1.830471887044327e-4,1.533828619670885e-11,NA,NA,NA,NA,1.5639378680987193e-11,NA,NA,0.0022711711862505313,1.5357604077337328e-11,NA,7.442038412075469e-6,1.532762805567245e-11,0.0043837493138381145,1.536737403995403e-11,3.273466619990728e-8
sp|O00584|RNT2_HUMAN,6,63,67.5975520080525,191412919400285.47,2831654604555.555,1.458881868585912e-25,1148477516401712.8,178394240086999.97,1.697960988494858e-24,Yes,NA,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,NA,1.5322076940549323e-11,NA,NA,NA,1.5322076940549323e-11,NA,NA,1.5322298985154248e-11,NA,1.5322076940549323e-11,1.5322298985154248e-11
sp|O00625|PIR_HUMAN,6,63,7.213253403051899,222700752189142.84,30873829012428.57,6.925267266011874e-6,1336204513134857,1945051227783e3,1.0663100151540414e-5,Yes,NA,NA,NA,NA,NA,2.647798642974042e-5,NA,NA,NA,NA,6.146264150019842e-5,NA,NA,NA,8.121285954421076e-5,NA,NA,3.708064876816186e-4,NA,2.9701284243011106e-4,7.707743698193159e-5
sp|O00629|IMA3_HUMAN,6,63,11.078703216933706,153135478119809.6,13822509288428.566,2.127086830110898e-8,918812868718857.6,870818085170999.6,3.987148063055394e-8,Yes,0.0021690404039481637,3.971450049389258e-5,0.0016062760123769504,1.1505312168846871e-4,1.7041115962790343e-8,1.569327036099466e-7,NA,NA,NA,0.04163276343334554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00743|PPP6_HUMAN,6,63,2.420637758364567,11977702271285.709,4948159727698.412,0.0361120569494509,71866213627714.25,311734062844999.94,0.04110784913435077,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010659010275200886,NA
sp|O00764|PDXK_HUMAN,6,63,47.86532625999151,267649830284083040,5591726855266410,1.2678701616435799e-21,1605898981704498200,352278791881783800,8.400325897816012e-21,Yes,0.0050584144078194004,5.613228853951213e-6,0.0051693580242095916,6.374945466257609e-4,1.5729628710658972e-10,1.5322076940549323e-11,NA,NA,NA,4.477293917701797e-4,1.5343837311831976e-11,NA,NA,NA,1.6129431124056737e-11,NA,4.370254821852715e-4,1.534450344564675e-11,0.0036656417751349535,1.5364043370880154e-11,3.0510907245151486e-8
sp|O14490|DLGP1_HUMAN,6,63,17.209285597289952,201421597416142.62,11704239335063.488,1.1567302841128157e-11,1208529584496855.8,737367078108999.75,2.7901902282658224e-11,Yes,0.002723362911073557,NA,NA,NA,0.02834615097160864,0.043481601469689046,NA,1.0625613948711532e-6,6.191440582448138e-8,1.2696556805913417e-8,2.407277432947552e-8,4.808058926339953e-4,3.578942941484531e-5,8.006350726064149e-6,1.4712009658524039e-5,NA,NA,NA,NA,NA,NA
sp|O14495|PLPP3_HUMAN,6,63,27.81479012038235,12069671293533328,433929979025396.8,5.74408908361358e-16,72418027761199970,273375886786e5,1.9912408476717065e-15,Yes,NA,NA,8.865065872165623e-6,1.7720310774294035e-9,8.745655124542395e-7,NA,NA,7.724478991832928e-5,1.7857839540447173e-8,8.205991083753972e-6,NA,9.111121703681002e-4,2.856889830260556e-7,1.1053388974335832e-4,0.02306248052281712,NA,NA,2.5260733504950394e-9,NA,1.58576485276285e-11,2.432163359600281e-10
sp|O14521|DHSD_HUMAN,6,63,10.087430937422717,34509436473476.17,3421033233095.239,8.570888398237404e-8,207056618840857.03,215525093685000.03,1.5487301881348697e-7,Yes,0.029201155065498918,4.704873087690853e-5,NA,NA,NA,NA,NA,NA,0.008984161098580135,0.007626527995764132,0.007626527995764021,0.03411064491011773,1.0098689223192459e-5,8.220739739162042e-6,8.220739739162042e-6,NA,NA,NA,NA,NA,NA
sp|O14523|C2C2L_HUMAN,6,63,6.496892652023387,71162004889904.81,10953236985952.38,2.261841254091265e-5,426972029339428.9,690053930115000,3.3430690868051004e-5,Yes,NA,NA,NA,NA,0.010473192256838182,1.4797775486552478e-4,NA,NA,NA,NA,0.0043245605971129475,NA,NA,NA,0.003925799299912769,NA,0.02780340334937692,4.947554502677809e-4,NA,0.045503485148283174,NA
sp|O14525|ASTN1_HUMAN,6,63,8.942092683470127,78905236680285.61,8824023578523.805,4.6203331515745784e-7,473431420081713.7,555913485446999.75,7.835368297490186e-7,Yes,NA,NA,NA,NA,0.04809717674989111,NA,NA,NA,0.018515556288797308,7.180749121626917e-4,0.009423196255854527,NA,0.01086020915427477,3.8037502834431525e-4,0.005376832861694436,0.001671075400376476,4.4597013821756626e-5,7.682448959187571e-4,NA,NA,NA
sp|O14531|DPYL4_HUMAN,6,63,15.852240797510246,7423440631880951,468289671265079.25,5.29470394574587e-11,44540643791285704,29502249289699992,1.2176625678383252e-10,Yes,NA,NA,NA,NA,NA,6.670139995890167e-10,NA,NA,NA,NA,8.046605715072985e-9,NA,NA,NA,6.422620657531297e-9,NA,NA,5.768327582256205e-8,NA,1.9250337501830472e-7,3.175309459813036e-9
