Uniprot_ID,Uniprot_name,Location_control,Confidence_control,Location_AD,Confidence_AD
O95168,NDUB4_HUMAN,Postsynapse,Medium,Postsynapse,High
O95169,NDUB8_HUMAN,Postsynapse,Medium,NA,None
O95182,NDUA7_HUMAN,Mitochondria,Medium,Mitochondria,High
O95196,CSPG5_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
O95197,RTN3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
O95202,LETM1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
O95219,SNX4_HUMAN,Presynapse,Medium,Mitochondria_Postsynapse,Low
O95248,MTMR5_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
O95278,EPM2A_HUMAN,Cytoplasm,High,Cytoplasm,Medium
O95292,VAPB_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
O95294,RASL1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
O95295,SNAPN_HUMAN,Cytoplasm,Low,Mitochondria,Medium
O95298,NDUC2_HUMAN;sp,Postsynapse,Medium,Postsynapse,High
O95299,NDUAA_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton_Plasma membrane,Low
O95319,CELF2_HUMAN,Endoplasmic Reticulum_Nucleus,Low,Endoplasmic Reticulum,Low
O95336,6PGL_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
O95352,ATG7_HUMAN,Cytoplasm,High,Cytoplasm,High
O95372,LYPA2_HUMAN,Endoplasmic Reticulum,High,Cytoskeleton,Medium
O95373,IPO7_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
O95394,AGM1_HUMAN,Cytoplasm,High,Cytoplasm,High
O95433,AHSA1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
O95487,SC24B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
O95502,NPTXR_HUMAN,Presynapse,High,Endoplasmic Reticulum,Medium
O95563,MPC2_HUMAN,Postsynapse,High,Mitochondria_Postsynapse,Low
O95571,ETHE1_HUMAN,Mitochondria,High,Cytoplasm,Medium
O95573,ACSL3_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum_Presynapse,Low
O95670,VATG2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
O95671,ASML_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Cytoskeleton_Endoplasmic Reticulum,Low
O95674,CDS2_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum,Medium
O95716,RAB3D_HUMAN,Cytoskeleton,Low,Cytoskeleton,Medium
O95741,CPNE6_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
O95747,OXSR1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
O95757,HS74L_HUMAN,Cytoskeleton,High,Cytoskeleton,High
O95777,LSM8_HUMAN,Cytoplasm,High,Cytoplasm,High
O95782,AP2A1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
O95810,CAVN2_HUMAN,Nucleus,High,Nucleus,High
O95817,BAG3_HUMAN,Cytoplasm,High,Cytoplasm,High
O95822,DCMC_HUMAN,Cytoplasm,High,Cytoplasm,Medium
O95825,QORL1_HUMAN,Endoplasmic Reticulum,High,Cytoplasm,High
O95831,AIFM1_HUMAN,Mitochondria,High,Postsynapse,High
O95837,GNA14_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Low
O95847,UCP4_HUMAN,Mitochondria,Medium,Mitochondria,Medium
O95858,TSN15_HUMAN,Endoplasmic Reticulum,Medium,Plasma membrane,Medium
O95861,BPNT1_HUMAN,Cytoplasm,High,Cytoplasm,High
O95865,DDAH2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
O95881,TXD12_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
O95886,DLGP3_HUMAN,Postsynapse,Medium,Postsynapse,Low
O95970,LGI1_HUMAN,Endoplasmic Reticulum_Plasma membrane,Low,Endoplasmic Reticulum,Medium
O96000,NDUBA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
O96005,CLPT1_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Low
O96008,TOM40_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,High
P00338,LDHA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00352,AL1A1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00367,DHE3_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P00387,NB5R3_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P00390,GSHR_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
P00395,COX1_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P00403,COX2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00441,SODC_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00450,CERU_HUMAN;CON__ENSEMBL:ENSBTAP00000031900,Cytoplasm,Medium,Cytoplasm,Medium
P00488,F13A_HUMAN,Cytoplasm,Low,Cytoplasm,High
P00491,PNPH_HUMAN,Cytoplasm,High,Cytoplasm,Medium
P00492,HPRT_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00505,AATM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00533,EGFR_HUMAN;sp,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
P00558,PGK1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00568,KAD1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P00738,HPT_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P00751,CFAB_HUMAN,Cytoplasm,High,Cytoplasm,High
P00813,ADA_HUMAN,Cytoplasm,High,Cytoplasm,High
P00846,ATP6_HUMAN,Postsynapse,Low,Mitochondria,Medium
P00915,CAH1_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P00918,CAH2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P00966,ASSY_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
P01008,ANT3_HUMAN,Cytoplasm,Medium,Cytoplasm,High
P01009,A1AT_HUMAN,Cytoplasm_Plasma membrane,Low,Cytoskeleton,High
P01011,AACT_HUMAN,Cytoplasm,High,Cytoplasm,Medium
P01019,ANGT_HUMAN,Cytoplasm,High,Cytoplasm,High
P01023,A2MG_HUMAN;CON__ENSEMBL:ENSBTAP00000024146,Plasma membrane,Medium,Cytoskeleton,High
P01024,CO3_HUMAN,Cytoplasm_Plasma membrane,Low,Cytoskeleton,High
P01024,CO3_HUMAN,Cytoplasm_Plasma membrane,Low,Cytoskeleton,High
P01034,CYTC_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P01112,RASH_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P01116,RASK_HUMAN,Presynapse,Medium,Endoplasmic Reticulum_Presynapse,Low
P01303,NPY_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Low
P01591,IGJ_HUMAN,NA,None,Cytoplasm,Low
P01834,IGKC_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P01857,IGHG1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P01859,IGHG2_HUMAN,Cytoplasm,Medium,Cytoskeleton,High
P01860,IGHG3_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoskeleton,High
P01861,IGHG4_HUMAN,NA,None,Cytoplasm_Cytoskeleton,Low
P01871,IGHM_HUMAN,Endoplasmic Reticulum,Low,Plasma membrane,Medium
P01876,IGHA1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P01903,DRA_HUMAN;sp,Endoplasmic Reticulum,Medium,Mitochondria,Low
P02042,HBD_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P02462,CO4A1_HUMAN;sp,Nucleus,High,Nucleus,High
P02511,CRYAB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P02549,SPTA1_HUMAN,Mitochondria,High,Mitochondria,High
P02647,APOA1_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoplasm,High
P02649,APOE_HUMAN;CON__Q03247,Cytoskeleton,Medium,Cytoskeleton,High
P02652,APOA2_HUMAN,Cytoplasm,High,Cytoplasm_Mitochondria,Low
P02656,APOC3_HUMAN,NA,None,Cytoskeleton_Mitochondria,Low
P02671,FIBA_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P02675,FIBB_HUMAN;CON__P02676,Cytoskeleton,High,Cytoskeleton,High
P02679,FIBG_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P02686,MBP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P02689,MYP2_HUMAN;sp,Cytoskeleton,Medium,Cytoskeleton,High
P02730,B3AT_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Low
P02745,C1QA_HUMAN,Endoplasmic Reticulum,High,NA,None
P02746,C1QB_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
P02747,C1QC_HUMAN,Endoplasmic Reticulum,Medium,Plasma membrane,Low
P02749,APOH_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
P02750,A2GL_HUMAN,Cytoplasm,High,Cytoplasm,High
P02763,A1AG1_HUMAN,Cytoplasm,High,Cytoskeleton,Medium
P02765,FETUA_HUMAN,Cytoplasm,High,Cytoplasm_Mitochondria,Low
P02766,TTHY_HUMAN,Cytoplasm,High,Cytoplasm,High
P02774,VTDB_HUMAN;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229,Cytoplasm,High,Cytoplasm,High
P02786,TFR1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P02787,TRFE_HUMAN;CON__Q29443;CON__Q0IIK2,Plasma membrane,Medium,Cytoskeleton,High
P02790,HEMO_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoplasm,Medium
P02792,FRIL_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P02794,FRIH_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P03886,NU1M_HUMAN,Postsynapse,High,Mitochondria,Medium
P03891,NU2M_HUMAN,Postsynapse,Medium,Mitochondria,High
P03905,NU4M_HUMAN,Postsynapse,Low,Mitochondria,Medium
P03915,NU5M_HUMAN,Postsynapse,Medium,Mitochondria,Medium
P03928,ATP8_HUMAN,Mitochondria,High,Mitochondria,High
P04003,C4BPA_HUMAN,Endoplasmic Reticulum,Low,Plasma membrane,Low
P04040,CATA_HUMAN,Cytoplasm,Medium,Cytoskeleton,Medium
P04062,GLCM_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
P04075,ALDOA_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P04080,CYTB_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P04083,ANXA1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P04114,APOB_HUMAN;CON__ENSEMBL:ENSBTAP00000032840,Cytoskeleton,High,Cytoskeleton,High
P04156,PRIO_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P04179,SODM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P04181,OAT_HUMAN,Mitochondria,Medium,Mitochondria,Medium
P04216,THY1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P04217,A1BG_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Cytoplasm,Medium
P04271,S100B_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P04406,G3P_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P04632,CPNS1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P04792,HSPB1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P04839,CY24B_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Presynapse,Low
P04843,RPN1_HUMAN,Plasma membrane_Presynapse,Low,Cytoskeleton,Medium
P04844,RPN2_HUMAN,Presynapse,Medium,Endoplasmic Reticulum,Medium
P04899,GNAI2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P05060,SCG1_HUMAN,Postsynapse,Low,Mitochondria_Postsynapse,Low
P05067,A4_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P05090,APOD_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P05091,ALDH2_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P05107,ITB2_HUMAN,Endoplasmic Reticulum_Plasma membrane,Low,Plasma membrane,High
P05109,S10A8_HUMAN,Nucleus,Medium,Cytoplasm,High
P05129,KPCG_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P05141,ADT2_HUMAN,Plasma membrane_Postsynapse,Low,Cytoskeleton,High
P05155,IC1_HUMAN,Cytoplasm,Medium,Cytoplasm_Endoplasmic Reticulum,Low
P05164,PERM_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum_Mitochondria,Low
P05165,PCCA_HUMAN,Mitochondria,Low,Postsynapse,Medium
P05166,PCCB_HUMAN,Cytoskeleton,Low,Cytoskeleton,High
P05198,IF2A_HUMAN,Plasma membrane_Presynapse,Low,Endoplasmic Reticulum_Plasma membrane,Low
P05230,FGF1_HUMAN,Cytoplasm,High,Cytoplasm,High
P05362,ICAM1_HUMAN,Cytoplasm,Low,Endoplasmic Reticulum,Low
P05386,RLA1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P05387,RLA2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P05388,RLA0_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P05413,FABPH_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P05455,LA_HUMAN,Cytoplasm_Nucleus,Low,Nucleus,High
P05771,KPCB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P05937,CALB1_HUMAN,Cytoplasm,High,Cytoplasm,High
P06132,DCUP_HUMAN,Cytoplasm,High,Cytoplasm,High
P06241,FYN_HUMAN,Endoplasmic Reticulum,Medium,Cytoskeleton_Endoplasmic Reticulum,Low
P06396,GELS_HUMAN;REV__sp,Plasma membrane,Medium,Cytoskeleton,High
P06576,ATPB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P06702,S10A9_HUMAN,Cytoplasm,High,Cytoskeleton,High
P06703,S10A6_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
P06730,IF4E_HUMAN;sp,Mitochondria,Low,Mitochondria,Low
P06733,ENOA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P06744,G6PI_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P06748,NPM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P06756,ITAV_HUMAN,Plasma membrane,Medium,Presynapse,Medium
P07093,GDN_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
P07099,HYEP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P07108,ACBP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P07195,LDHB_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P07196,NFL_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P07197,NFM_HUMAN;REV__sp,Plasma membrane,Medium,Cytoskeleton,High
P07203,GPX1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P07237,PDIA1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P07305,H10_HUMAN,Nucleus_Plasma membrane,Low,Cytoskeleton_Nucleus,Low
P07311,ACYP1_HUMAN,Cytoplasm,High,Cytoplasm,High
P07339,CATD_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P07355,ANXA2_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P07384,CAN1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P07437,TBB5_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P07602,SAP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P07686,HEXB_HUMAN,Cytoplasm,High,Cytoplasm,High
P07738,PMGE_HUMAN,Cytoplasm,Low,Cytoplasm,High
P07741,APT_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Low
P07814,SYEP_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P07858,CATB_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
P07900,HS90A_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P07919,QCR6_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P07947,YES_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
P07954,FUMH_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08123,CO1A2_HUMAN,Endoplasmic Reticulum,Low,Nucleus,Medium
P08133,ANXA6_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08134,RHOC_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P08183,MDR1_HUMAN,Endoplasmic Reticulum,High,Nucleus,High
P08195,4F2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08237,PFKAM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08238,HS90B_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P08240,SRPRA_HUMAN,Mitochondria,Low,Nucleus,Low
P08246,ELNE_HUMAN,Nucleus,Low,Nucleus_Postsynapse,Low
P08311,CATG_HUMAN,Nucleus,Low,Nucleus,Low
P08397,HEM3_HUMAN,Cytoplasm,Low,Cytoplasm,Medium
P08559,ODPA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08571,CD14_HUMAN,Cytoplasm,High,Cytoplasm,Medium
P08572,CO4A2_HUMAN,Nucleus,High,Nucleus,High
P08574,CY1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08575,PTPRC_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Mitochondria,Low
P08603,CFAH_HUMAN,Cytoplasm,Low,Cytoskeleton_Presynapse,Low
P08621,RU17_HUMAN,Cytoplasm_Plasma membrane,Low,Plasma membrane,Low
P08670,VIME_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P08708,RS17_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08758,ANXA5_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P08865,RSSA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09012,SNRPA_HUMAN,Plasma membrane,Low,Nucleus_Presynapse,Low
P09104,ENOG_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09110,THIK_HUMAN,Plasma membrane,Medium,Cytoskeleton,Low
P09211,GSTP1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09382,LEG1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09417,DHPR_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09429,HMGB1_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
P09455,RET1_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
P09471,GNAO_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09488,GSTM1_HUMAN,Cytoplasm,High,Cytoskeleton,High
P09496,CLCA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09497,CLCB_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P09525,ANXA4_HUMAN,Plasma membrane,Medium,Cytoplasm_Cytoskeleton,Low
P09543,CN37_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09622,DLDH_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09651,ROA1_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P09669,COX6C_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Medium
P09936,UCHL1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P09960,LKHA4_HUMAN,Cytoplasm,High,Cytoskeleton,High
P09972,ALDOC_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P0C0L4,CO4A_HUMAN,Cytoplasm,Low,Mitochondria,Low
P0C0L5,CO4B_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P0C7M8,CLC2L_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P0CG30,GSTT2_HUMAN,Cytoplasm,Medium,Cytoplasm,High
P0DJI8,SAA1_HUMAN,Endoplasmic Reticulum,Medium,Plasma membrane,Low
P0DMV9,HS71B_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P0DOY3,IGLC3_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
P0DP25,CALM3_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P0DPI2,GAL3A_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P10114,RAP2A_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
P10155,RO60_HUMAN,Cytoplasm,High,Cytoplasm,High
P10253,LYAG_HUMAN,Cytoplasm,Medium,Cytoplasm,High
P10301,RRAS_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P10412,H14_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P10451,OSTP_HUMAN;CON__P31096,Cytoplasm,High,Cytoplasm,High
P10515,ODP2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P10599,THIO_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P10606,COX5B_HUMAN,Plasma membrane,High,Cytoskeleton,High
P10620,MGST1_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Mitochondria,Medium
P10636,TAU_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P10644,KAP0_HUMAN,Endoplasmic Reticulum_Plasma membrane,Low,Cytoskeleton,Medium
P10645,CMGA_HUMAN,Cytoskeleton,Low,Cytoskeleton,Medium
P10768,ESTD_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P10809,CH60_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P10909,CLUS_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P10915,HPLN1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P11021,BIP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P11047,LAMC1_HUMAN,Nucleus,High,Nucleus,High
P11137,MTAP2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P11142,HSP7C_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P11166,GTR1_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Plasma membrane,Medium
P11169,GTR3_HUMAN;sp,Presynapse,High,Presynapse,High
P11177,ODPB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P11182,ODB2_HUMAN,Postsynapse,Medium,Postsynapse,Medium
P11215,ITAM_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
P11216,PYGB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P11217,PYGM_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P11233,RALA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P11274,BCR_HUMAN,Mitochondria,Medium,Nucleus,Medium
P11277,SPTB1_HUMAN,Mitochondria,Medium,Mitochondria,Low
P11310,ACADM_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
P11413,G6PD_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P11498,PYC_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P11532,DMD_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P11586,C1TC_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P11766,ADHX_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P11940,PABP1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P12036,NFH_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P12074,CX6A1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P12081,SYHC_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P12109,CO6A1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
P12110,CO6A2_HUMAN,Endoplasmic Reticulum,Medium,Nucleus,Medium
P12111,CO6A3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P12235,ADT1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P12236,ADT3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P12268,IMDH2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
P12270,TPR_HUMAN,Cytoplasm,Medium,Nucleus,High
P12270,TPR_HUMAN,Cytoplasm,Medium,Nucleus,High
P12277,KCRB_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P12429,ANXA3_HUMAN,Cytoplasm,High,Cytoplasm,Medium
P12532,KCRU_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P12694,ODBA_HUMAN,Mitochondria,Medium,NA,None
P12931,SRC_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Postsynapse,Low
P12955,PEPD_HUMAN,Cytoplasm,Medium,Cytoskeleton,Medium
P12956,XRCC6_HUMAN,Nucleus_Plasma membrane,Low,Cytoskeleton,Medium
P13010,XRCC5_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P13073,COX41_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P13489,RINI_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P13521,SCG2_HUMAN,Plasma membrane_Presynapse,Low,Cytoskeleton,Low
P13611,CSPG2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P13637,AT1A3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P13639,EF2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P13667,PDIA4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P13693,TCTP_HUMAN;sp,Cytoskeleton,Medium,Cytoskeleton,High
P13716,HEM2_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P13726,TF_HUMAN,Presynapse,Medium,Presynapse,Medium
P13796,PLSL_HUMAN,Cytoplasm,High,Cytoplasm,High
P13798,ACPH_HUMAN,Cytoplasm,High,Cytoplasm,High
P13804,ETFA_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P13807,GYS1_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
P13861,KAP2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P13929,ENOB_HUMAN,Cytoplasm,High,Cytoplasm,High
P13987,CD59_HUMAN,Plasma membrane,Medium,Plasma membrane,High
P14136,GFAP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P14174,MIF_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P14209,CD99_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Presynapse,Low
P14314,GLU2B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P14324,FPPS_HUMAN,Cytoplasm,High,Cytoplasm,High
P14384,CBPM_HUMAN,Cytoplasm,High,Plasma membrane,High
P14406,CX7A2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P14415,AT1B2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P14543,NID1_HUMAN,Nucleus,High,Nucleus,High
P14550,AK1A1_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P14618,KPYM_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P14621,ACYP2_HUMAN,Cytoplasm,Medium,Cytoplasm,High
P14625,ENPL_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P14649,MYL6B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P14854,CX6B1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P14866,HNRPL_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
