Protein.IDs,LFQ_A1,LFQ_A2,LFQ_A3,LFQ_A4,LFQ_A5,LFQ_A6,LFQ_A7,LFQ_B1,LFQ_B2,LFQ_B3,LFQ_B4,LFQ_B5,LFQ_B6,LFQ_B7,LFQ_C1,LFQ_C2,LFQ_C3,LFQ_C4,LFQ_C5,LFQ_C6,LFQ_C7,LFQ_D1,LFQ_D2,LFQ_D3,LFQ_D4,LFQ_D5,LFQ_D6,LFQ_D7,LFQ_E1,LFQ_E2,LFQ_E3,LFQ_E4,LFQ_E5,LFQ_E6,LFQ_E7,LFQ_F1,LFQ_F2,LFQ_F3,LFQ_F4,LFQ_F5,LFQ_F6,LFQ_F7,LFQ_G1,LFQ_G2,LFQ_G3,LFQ_G4,LFQ_G5,LFQ_G6,LFQ_G7,LFQ_H1,LFQ_H2,LFQ_H3,LFQ_H4,LFQ_H5,LFQ_H6,LFQ_H7,LFQ_I1,LFQ_I2,LFQ_I3,LFQ_I4,LFQ_I5,LFQ_I6,LFQ_I7,LFQ_J1,LFQ_J2,LFQ_J3,LFQ_J4,LFQ_J5,LFQ_J6,LFQ_J7
REV__sp|Q9P0K7|RAI14_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47339000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__sp|Q9P227|RHG23_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27359000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__sp|Q9P2D7|DYH1_HUMAN,0,0,0,0,0,0,0,0,0,49261000,0,0,0,0,0,0,0,0,0,0,0,0,0,40624000,0,49972000,0,0,0,0,0,0,73668000,0,104200000,0,0,0,56607000,0,0,63873000,0,0,0,0,0,0,0,0,0,0,0,0,73658000,0,0,0,33595000,69912000,0,0,0,47132000,0,0,58649000,51934000,0,69281000
REV__sp|Q9P2E3|ZNFX1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056200,0,0,0,0,0,0,0,0,0,0,0
REV__sp|Q9UJA5|TRM6_HUMAN,3783400,8779200,0,9764100,6581400,7595000,0,5623000,9320600,6655700,10069000,10534000,11097000,0,4301300,6426400,7190400,11993000,7749800,0,0,0,4734400,0,0,5690000,0,0,0,0,0,0,0,5190800,0,0,0,0,0,3744800,4775100,0,0,7615900,8385400,7240900,9820500,6822000,0,2893100,0,3474000,5502500,0,3024300,0,0,4472100,9969700,19582000,0,6359000,0,3800400,6698500,5179900,5459000,9913000,2397100,0
REV__sp|Q9UPN3|MACF1_HUMAN,45673000,0,85062000,42605000,0,0,0,0,0,75027000,0,29429000,0,0,0,0,0,44540000,0,37261000,0,0,0,0,0,0,0,27236000,0,58816000,0,0,0,0,0,0,53111000,0,39845000,0,0,0,0,0,49670000,0,44992000,39444000,0,0,0,0,0,30655000,15366000,0,46149000,73611000,84577000,32595000,175270000,0,0,0,0,89392000,71158000,0,0,0
REV__sp|Q9Y4F4|TGRM1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28971000,0,26460000,0,0,0,45729000,0,29873000,25525000,24704000,24356000,0,50670000,43411000,0,0,49540000,44525000,20379000,14501000,0,19229000,16159000,0,0,0,0,0,0,40681000,0,11204000,0
REV__sp|Q9Y5K3|PCY1B_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8368500,0
sp|A0A024RBG1|NUD4B_HUMAN;sp|Q9NZJ9|NUDT4_HUMAN;sp|Q96G61|NUD11_HUMAN;sp|Q8NFP7|NUD10_HUMAN,6515400,3559700,4925500,0,0,0,6666600,4294600,11884000,5530800,6543700,12059000,0,0,6298900,7033400,3460300,0,3069600,7152800,2222800,14109000,9879000,7709000,7312700,10665000,11812000,0,14441000,9567700,6637100,6511700,5428100,8538500,0,18289000,18787000,9681300,20436000,15440000,0,0,16365000,12213000,5895000,9084900,6303000,4843300,0,19907000,10318000,11817000,17618000,10591000,11514000,0,16313000,11819000,14082000,9626600,8879200,8950700,0,8479900,12309000,6521700,10599000,14396000,12942000,0
sp|P06310|KV230_HUMAN;sp|P01615|KVD28_HUMAN;sp|A2NJV5|KV229_HUMAN;sp|A0A0A0MRZ7|KVD26_HUMAN;sp|A0A075B6S6|KVD30_HUMAN;sp|A0A075B6S2|KVD29_HUMAN;sp|A0A075B6P5|KV228_HUMAN;sp|P01614|KVD40_HUMAN;sp|A0A087WW87|KV240_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835580,0,0,0,0,0,0,0
sp|P0DPI2|GAL3A_HUMAN;sp|A0A0B4J2D5|GAL3B_HUMAN,259540000,472700000,504730000,209880000,63373000,43370000,228230000,268360000,428220000,452370000,203310000,52143000,29583000,96989000,232740000,365330000,420860000,241920000,81451000,33958000,71242000,286790000,412320000,449140000,284490000,129920000,67471000,89296000,231110000,426090000,657680000,255320000,87857000,48306000,46759000,264500000,323700000,460890000,237900000,99678000,62963000,317350000,232970000,390590000,437460000,192500000,65171000,39499000,93988000,229880000,254890000,287250000,220120000,117760000,53389000,64516000,244990000,373350000,395660000,298320000,55366000,56733000,51585000,277860000,536650000,513980000,291080000,80671000,37840000,72625000
sp|P0DP01|HV108_HUMAN;sp|P01743|HV146_HUMAN;sp|P01742|HV169_HUMAN;sp|A0A0C4DH29|HV103_HUMAN;sp|A0A0B4J2H0|HV69D_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7627300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A0AVT1|UBA6_HUMAN,48537000,24383000,29417000,39355000,37839000,21540000,11046000,32887000,26141000,34608000,35489000,29390000,29397000,0,30378000,23807000,22372000,25719000,30937000,25419000,31363000,34380000,38664000,34625000,50326000,48097000,32674000,0,50175000,37599000,32242000,44871000,39373000,23140000,0,32347000,29610000,25169000,35684000,28270000,19638000,20392000,31067000,25106000,28400000,32212000,37860000,31991000,0,35479000,37588000,42110000,42556000,39475000,35719000,0,35113000,25741000,24229000,39991000,18947000,25307000,0,28221000,21721000,21792000,25305000,23853000,21208000,34420000
sp|A0FGR8|ESYT2_HUMAN,35348000,21814000,21942000,33965000,22973000,18473000,0,35704000,29672000,18650000,24394000,24589000,11795000,0,41489000,22154000,25081000,47087000,29099000,18648000,0,21387000,23324000,20861000,19661000,28973000,19652000,0,31612000,22312000,24970000,35839000,13704000,15416000,0,25304000,22569000,23843000,22945000,23987000,20366000,0,37833000,28667000,27630000,32664000,21644000,13227000,0,26590000,23455000,23302000,19479000,19222000,15984000,0,27115000,23679000,20221000,46026000,31947000,0,0,46610000,28140000,34495000,37106000,26472000,19173000,0
sp|A0MZ66|SHOT1_HUMAN,20804000,20935000,19164000,24160000,25032000,13959000,11343000,31364000,33623000,35929000,28159000,24274000,15254000,6821900,28589000,20962000,20528000,16655000,13303000,10665000,15239000,29367000,42613000,44853000,38476000,25804000,22073000,7500400,33535000,41163000,39272000,45111000,41815000,34274000,18505000,24704000,29263000,26496000,22505000,16283000,18268000,0,17917000,20332000,16873000,17638000,18913000,14029000,5662600,23396000,24004000,24963000,25324000,22093000,16688000,0,35779000,27460000,24131000,27740000,25937000,17014000,0,20471000,21721000,19700000,24475000,21276000,16917000,15303000
sp|A1A5C7|S22AN_HUMAN,0,0,0,4779800,0,0,0,0,0,0,3396900,3524200,4173900,0,0,2962300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A1L0T0|ILVBL_HUMAN,44254000,26479000,34267000,74264000,58455000,46080000,0,43235000,40126000,54572000,63571000,81079000,41441000,0,60622000,39046000,37271000,64627000,65208000,49552000,4437500,58882000,60049000,46306000,65582000,93356000,92138000,0,32642000,23629000,26156000,39926000,28973000,33438000,0,37633000,33202000,38205000,68978000,64321000,63183000,0,39571000,33174000,41198000,60980000,72937000,55578000,0,47504000,44901000,62361000,67563000,88001000,61465000,0,34290000,27516000,32006000,48339000,41678000,39150000,0,38787000,37521000,32499000,56446000,93689000,84984000,0
sp|A1Z1Q3|MACD2_HUMAN,0,0,0,0,0,0,4381300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4274500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5577600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A2RRP1|NBAS_HUMAN,9530100,11111000,5016900,14700000,11206000,2659000,0,8644000,0,12168000,16212000,6994800,2466400,0,13456000,13813000,15089000,15617000,17318000,0,0,5320000,17202000,17256000,7444300,15217000,17718000,0,10261000,0,9818200,7418600,7573500,0,0,8185700,5475500,3947800,5090900,6236200,11151000,0,20288000,14680000,11291000,12004000,21310000,15532000,0,11404000,7950300,13593000,25007000,24305000,4630200,0,16257000,6520600,15364000,10190000,9685600,0,0,11397000,6750900,8859800,12594000,16907000,19058000,0
sp|A2RTX5|SYTC2_HUMAN,6879000,7550000,7204700,8972100,8616600,0,0,7599400,0,7987500,10210000,8043900,8995100,0,0,0,0,7185400,14296000,0,0,0,20827000,0,20993000,23819000,0,0,0,0,0,0,0,7857000,0,5155700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16753000,9842500,0,0,0,0,0,0,0,0,0
sp|A2RU67|F234B_HUMAN,0,0,0,0,5167500,0,0,0,0,0,0,0,0,0,0,4278900,6078700,0,0,0,0,0,4229000,4026200,0,5987800,5286800,0,4508300,5204200,0,0,0,0,0,4372400,4581500,5388500,5807400,4352300,0,0,5478400,4978700,5392800,6001600,0,0,0,0,0,3370600,4855700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A3KMH1|VWA8_HUMAN,0,11459000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A4D126|ISPD_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A5D8V6|VP37C_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605990,0
sp|A5PKW4|PSD1_HUMAN,4356600,5697100,3562000,0,0,0,0,0,2548900,0,2477000,0,0,0,3178100,4342200,4592100,0,0,0,0,0,2694400,0,0,0,0,0,0,0,0,0,0,0,0,2630200,0,2929700,2014100,0,0,0,3777500,4013700,4078700,2489500,0,0,0,0,0,0,0,0,0,0,0,2084500,0,0,0,0,0,0,0,0,0,0,0,0
sp|A5PLN9|TPC13_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6728300,0
sp|A5YKK6|CNOT1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10584000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A5YM72|CRNS1_HUMAN,22501000,14641000,19014000,13791000,12871000,11447000,18218000,13204000,15962000,19375000,23229000,10443000,2842000,0,23325000,19236000,18420000,20330000,13754000,13175000,31938000,88856000,97643000,81626000,93969000,68869000,44053000,23126000,123930000,104610000,73029000,139270000,92807000,68800000,78567000,15942000,13546000,21256000,44069000,16784000,14079000,0,14004000,9190800,14350000,14679000,12382000,7000800,10293000,27107000,26555000,59479000,58780000,43747000,17674000,0,23080000,18031000,17423000,22208000,23744000,6594600,13892000,52308000,54228000,27116000,59977000,39588000,45304000,125220000
sp|Q9GZQ8|MLP3B_HUMAN;sp|A6NCE7|MP3B2_HUMAN,108290000,98541000,82960000,90599000,141470000,368040000,108900000,106140000,76465000,79730000,89591000,111250000,243660000,164950000,112660000,83421000,67021000,83896000,98619000,193260000,87003000,98870000,90641000,96443000,115710000,114890000,131940000,77241000,85834000,60867000,66773000,105890000,132300000,229190000,122800000,101810000,108820000,81780000,82532000,80317000,202140000,78053000,66361000,70488000,85808000,70673000,92262000,307800000,100140000,98597000,54574000,75028000,47614000,41824000,97642000,124870000,101670000,98328000,91900000,80616000,129170000,189970000,140970000,116910000,87642000,78775000,103130000,160840000,336560000,136710000
sp|A6NDG6|PGP_HUMAN,8412000,14308000,13191000,18373000,18473000,8039700,52269000,5385600,8347100,12874000,14148000,22136000,19029000,66585000,4832600,7642300,10344000,15698000,17545000,10762000,46085000,4075300,5162000,9551400,13649000,18564000,12453000,94431000,4129100,11309000,7753800,17538000,24655000,14289000,51833000,7260100,13031000,9588900,10942000,15380000,9666800,97071000,10934000,11675000,12726000,12839000,15672000,13306000,50340000,6965200,12494000,13668000,16451000,14002000,16315000,60955000,4848600,5579200,10957000,17584000,14105000,21509000,66055000,5620500,11570000,9999500,16596000,12813000,7050800,58797000
sp|A6NDU8|CE051_HUMAN,0,0,0,0,0,0,14093000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15336000
sp|A6NE02|BTBDH_HUMAN,0,0,4647600,6565900,24335000,130240000,7497800,0,0,3110700,0,2744400,5530600,0,0,0,0,0,0,16102000,0,0,0,0,0,0,0,0,0,0,0,0,0,11893000,0,0,0,0,0,0,0,0,0,0,0,0,0,7749100,0,0,0,0,0,0,0,0,0,0,0,0,0,17160000,0,0,0,0,0,7367700,33587000,0
sp|A6NGN9|IGLO5_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A6NHL2|TBAL3_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13146000,0,0
sp|A6NHQ2|FBLL1_HUMAN,10640000,0,0,0,0,0,0,5949300,0,0,0,0,0,0,10481000,0,0,0,0,0,0,7153200,0,0,0,0,0,0,5713700,0,0,0,0,0,0,5543600,0,0,0,0,0,0,6520700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A6NHX0|CAST2_HUMAN;sp|Q8WTX7|CAST1_HUMAN,0,0,2163000,0,0,2623300,13829000,1539700,0,2159300,2243100,3198900,3614600,18873000,0,0,1869800,1963600,2805200,2166800,26986000,0,0,3245600,1932000,0,2433600,0,1710000,2261200,0,0,0,4337500,15226000,0,0,0,1708800,1433600,1356700,8249400,0,0,0,1926800,2466600,2160600,27138000,1562100,0,2805800,0,1979600,2050000,12286000,1731900,10086000,0,0,2157100,0,24415000,0,0,0,2380900,1772900,1460200,25902000
sp|A6NL88|SHSA7_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A6QL63|BTBDB_HUMAN,0,0,0,0,0,0,0,0,0,425640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A8MT69|CENPX_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|A8MVW0|F1712_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6940300,3620600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|P62308|RUXG_HUMAN;sp|A8MWD9|RUXGL_HUMAN,0,0,0,0,7281700,0,0,8764800,0,0,0,14537000,17383000,0,0,0,0,0,10593000,13250000,0,0,0,0,9150100,0,68719000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6878900,0,0,5191700,7219900,0,12871000,0,0,0,0,0,0,80436000,0,0,0,0,0,0,17053000,0
sp|Q99613|EIF3C_HUMAN;sp|B5ME19|EIFCL_HUMAN,6331500,10854000,7799700,9211000,11109000,71933000,19929000,14049000,9729100,12199000,25614000,17941000,18899000,7356100,13286000,9779400,7659100,9638900,5765400,70872000,30382000,16070000,6044900,17057000,26618000,22795000,23221000,0,10269000,11477000,14166000,8232500,23389000,55596000,14912000,20094000,13329000,21141000,29064000,35254000,22719000,3902800,10635000,11573000,16289000,14297000,23125000,54071000,14588000,13976000,12442000,12346000,11681000,15758000,29208000,9398100,14706000,16207000,10590000,12517000,23484000,30762000,9675000,0,0,2825500,9650700,13726000,85294000,31538000
sp|P0CG08|GPHRB_HUMAN;sp|B7ZAQ6|GPHRA_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517200,0
sp|B9A064|IGLL5_HUMAN;sp|P0CG04|IGLC1_HUMAN,0,0,0,0,0,0,8242600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10469000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21868000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|C9J069|AJM1_HUMAN,7891500,13974000,13330000,3940800,3502600,0,0,4717100,8440200,5884900,0,0,0,0,5667600,16338000,10050000,0,0,0,0,3946400,7780900,4341100,3894200,0,0,0,5578600,8635200,6915400,2060700,0,0,0,6727400,10593000,6685600,2582200,0,0,0,16738000,17516000,0,3729500,0,0,0,0,0,0,3561200,0,0,0,0,12530000,9626600,3738700,0,0,0,5140800,0,0,3908800,0,0,0
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN,25337000,10166000,13762000,12560000,36274000,79891000,18432000,11805000,9269000,9565500,11829000,33295000,148530000,8912800,19392000,9432400,10076000,15460000,18674000,56006000,19377000,6869600,9094300,7190700,12359000,20819000,45807000,26088000,2897900,7067600,18589000,17648000,30699000,96313000,26718000,20090000,8967400,7445400,19540000,31800000,188240000,19581000,10528000,7725800,16299000,16690000,31929000,175010000,27318000,12936000,5425900,10950000,11751000,11847000,81523000,3802200,4845400,6759200,7501600,16047000,46793000,255370000,47930000,13202000,5579400,9712200,14266000,24229000,57240000,38043000
sp|O00116|ADAS_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190100,0,0,5262300,5445000,0,0,0,0,5908500,7113100,5855000,0,0,4441100,0,0,0,0,0,0,0,0,0,8014700,6198900,5486000,0
sp|O00139|KIF2A_HUMAN,63514000,54680000,50023000,52290000,52797000,35821000,16200000,62680000,58638000,66347000,63379000,49240000,25564000,0,79111000,68665000,58433000,58062000,66982000,34062000,14058000,72637000,58505000,57440000,62754000,58830000,37085000,0,80815000,62826000,58944000,60930000,50940000,30460000,0,61558000,55860000,55950000,56737000,40456000,29194000,0,58981000,57143000,51279000,58657000,47607000,25486000,0,51314000,43058000,44311000,50876000,43083000,22238000,0,65054000,61294000,59179000,75922000,57423000,33712000,0,63759000,48921000,45081000,50543000,53058000,40595000,16491000
sp|O00142|KITM_HUMAN,10426000,9605500,21562000,7989000,0,0,0,9434000,12288000,0,8203900,0,0,0,0,13351000,11822000,0,4132200,0,0,5406500,17522000,19469000,6530200,0,0,4958300,0,16017000,20245000,0,0,0,4883500,6681900,7462200,18499000,6644900,0,0,7448200,5823000,12326000,12329000,6511500,0,0,0,6622400,6534400,13916000,7591900,0,0,0,0,9262100,15144000,8781400,0,0,0,0,11700000,16721000,6064000,0,4206900,0
sp|O00154|BACH_HUMAN,121990000,172040000,193200000,159850000,148420000,129000000,474310000,212120000,227930000,210020000,218930000,209000000,189740000,564270000,105720000,171800000,153620000,211930000,191720000,116210000,512300000,149830000,185290000,211070000,175720000,167230000,158860000,626950000,151750000,204890000,298230000,171540000,173160000,173850000,683020000,117410000,201180000,138770000,144220000,198240000,197550000,710500000,152130000,221020000,204170000,181370000,166650000,136710000,568580000,144360000,192440000,173620000,128540000,117220000,90009000,507160000,151830000,161580000,147640000,179200000,300200000,215520000,639580000,131660000,166140000,203390000,174430000,143540000,142230000,549200000
sp|O00159|MYO1C_HUMAN,19357000,1953100,3128100,4548800,3124900,4711200,0,5660100,2692600,2698700,3231300,0,3025800,0,13157000,3132900,3228800,5506700,5086200,5960300,0,23074000,3854500,3422800,3681500,3731900,0,0,15942000,0,1803700,1534200,2434200,1460400,0,6754800,2657400,3406300,3814200,2736500,0,0,11698000,0,3247300,2481300,3143300,2767700,0,7403800,3331800,4592400,6314200,3581600,4381900,0,14593000,0,3718700,0,0,0,0,10967000,0,0,2372400,0,2462100,0
sp|O00161|SNP23_HUMAN,0,7935700,0,0,6625300,8387900,0,0,0,0,0,0,8324100,0,0,0,0,0,9589400,7356100,0,0,10282000,7361000,13383000,10851000,7765800,0,0,0,5681300,6730200,8190700,8856900,0,4939700,0,0,7022400,7264600,11105000,0,0,0,0,4124300,6126000,0,0,0,6172500,8233400,10155000,7413600,10485000,0,6072500,0,0,8090400,6953000,5987600,0,0,0,0,10210000,11818000,14029000,0
sp|O00165|HAX1_HUMAN,7122100,6330500,0,0,0,0,0,0,6620300,0,0,0,0,0,0,8032000,8748100,0,0,0,0,5759900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5413700,5291500,0,0,0,0,7363000,8308200,0,0,0,0,0,0,0,7127300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|O00168|PLM_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13772000,0
sp|O00170|AIP_HUMAN,33716000,16777000,22873000,17957000,14204000,14284000,0,21346000,19074000,22797000,0,21644000,0,0,25359000,15394000,0,19382000,0,14023000,0,42398000,24046000,21910000,24464000,21794000,19201000,0,30074000,0,15463000,0,19411000,0,0,33607000,0,20556000,19696000,0,0,0,20993000,19059000,15538000,12437000,17385000,0,0,23102000,20397000,16899000,20226000,17245000,12484000,0,20803000,16167000,17039000,0,0,0,0,29954000,0,18582000,19678000,0,0,0
sp|O00178|GTPB1_HUMAN,4689100,2664000,0,0,1728400,1279500,0,3179400,3890700,2981300,0,1713000,1468700,0,2310700,2811700,5931600,0,2432600,2626600,0,3431000,2912000,3327800,0,2565400,0,0,0,0,0,5952100,2733000,1844000,0,2736200,0,0,2444700,1022700,1391100,0,3913500,2358000,2406600,2024400,0,0,0,0,0,2959100,4021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|O00186|STXB3_HUMAN,33422000,22778000,20178000,25527000,27628000,21980000,0,15394000,13805000,32031000,29114000,19973000,10748000,0,27498000,31748000,29700000,33993000,33099000,29322000,0,34501000,42779000,33058000,44921000,37387000,19223000,0,69267000,65712000,47342000,62612000,36537000,19846000,0,25621000,28762000,33378000,29839000,14937000,10529000,0,32738000,17097000,19351000,22395000,18671000,19376000,0,32191000,48242000,58636000,72615000,55945000,38084000,0,31401000,25084000,27303000,23815000,11205000,11488000,0,31095000,33684000,33983000,37578000,22837000,19962000,0
sp|O00192|ARVC_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3862700,0,0,0,0,0,0,0,3107000,0,0,0,0,0,3675800,4168700,4487700,0,0,0,3813600,3601000,0,3010100,0,0,0,4469700,6415700,9389300,17122000,0,3634100,0,3009500,0,5130000,4644800,0,0,0,0,0,0,3261500,0,0,0
sp|O00193|SMAP_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8929900
sp|O00194|RB27B_HUMAN,0,9986500,8784800,0,0,0,0,12628000,12240000,12235000,16901000,19029000,22811000,0,9760100,7441500,11625000,21757000,14744000,24513000,0,6168200,6954300,6589400,5364700,5291900,0,0,0,0,4951400,0,0,0,0,0,0,0,3378500,0,7281600,0,11258000,22699000,12991000,17530000,17472000,13227000,0,11221000,13103000,11308000,9367500,5930800,7306700,0,10241000,17932000,8628800,9045000,19706000,0,0,0,0,8385400,6990100,6950900,8319200,0
sp|O00203|AP3B1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
